e_feat_id	name	source	type	contig	start	stop	strand
2230	Wade_p2230	Wade	Promoter	U00096	4126949	4126949	+
2231	Wade_p2231	Wade	Promoter	U00096	4126953	4126953	+
2232	Wade_p2232	Wade	Promoter	U00096	4128637	4128637	+
2233	Wade_p2233	Wade	Promoter	U00096	4129154	4129154	+
2234	Wade_p2234	Wade	Promoter	U00096	4129155	4129155	+
2235	Wade_p2235	Wade	Promoter	U00096	4129262	4129262	+
2236	Wade_p2236	Wade	Promoter	U00096	4132551	4132551	+
2237	Wade_p2237	Wade	Promoter	U00096	4132552	4132552	+
2238	Wade_p2238	Wade	Promoter	U00096	4135428	4135428	+
2239	Wade_p2239	Wade	Promoter	U00096	4135797	4135797	+
224	Wade_p224	Wade	Promoter	U00096	382908	382908	+
2240	Wade_p2240	Wade	Promoter	U00096	4136083	4136083	+
2241	Wade_p2241	Wade	Promoter	U00096	4137753	4137753	+
2242	Wade_p2242	Wade	Promoter	U00096	4140699	4140699	+
2243	Wade_p2243	Wade	Promoter	U00096	4143809	4143809	+
2244	Wade_p2244	Wade	Promoter	U00096	4148370	4148370	+
2245	Wade_p2245	Wade	Promoter	U00096	4149783	4149783	+
2246	Wade_p2246	Wade	Promoter	U00096	4153313	4153313	+
2247	Wade_p2247	Wade	Promoter	U00096	4157114	4157114	+
2248	Wade_p2248	Wade	Promoter	U00096	4158351	4158351	+
2249	Wade_p2249	Wade	Promoter	U00096	4158456	4158456	+
225	Wade_p225	Wade	Promoter	U00096	393224	393224	+
2250	Wade_p2250	Wade	Promoter	U00096	4161027	4161027	+
2251	Wade_p2251	Wade	Promoter	U00096	4161057	4161057	+
2252	Wade_p2252	Wade	Promoter	U00096	4161080	4161080	+
2253	Wade_p2253	Wade	Promoter	U00096	4161081	4161081	+
2254	Wade_p2254	Wade	Promoter	U00096	4161095	4161095	+
2255	Wade_p2255	Wade	Promoter	U00096	4162085	4162085	+
2256	Wade_p2256	Wade	Promoter	U00096	4163369	4163369	+
2257	Wade_p2257	Wade	Promoter	U00096	4172034	4172034	+
2258	Wade_p2258	Wade	Promoter	U00096	4172035	4172035	+
2259	Wade_p2259	Wade	Promoter	U00096	4172471	4172471	+
226	Wade_p226	Wade	Promoter	U00096	393705	393705	+
2260	Wade_p2260	Wade	Promoter	U00096	4174760	4174760	+
2261	Wade_p2261	Wade	Promoter	U00096	4175031	4175031	+
2262	Wade_p2262	Wade	Promoter	U00096	4175106	4175106	+
2263	Wade_p2263	Wade	Promoter	U00096	4175279	4175279	+
2264	Wade_p2264	Wade	Promoter	U00096	4175380	4175380	+
2265	Wade_p2265	Wade	Promoter	U00096	4175381	4175381	+
2266	Wade_p2266	Wade	Promoter	U00096	4175424	4175424	+
2267	Wade_p2267	Wade	Promoter	U00096	4175668	4175668	+
2268	Wade_p2268	Wade	Promoter	U00096	4175669	4175669	+
2269	Wade_p2269	Wade	Promoter	U00096	4177243	4177243	+
227	Wade_p227	Wade	Promoter	U00096	396568	396568	+
2270	Wade_p2270	Wade	Promoter	U00096	4177278	4177278	+
2271	Wade_p2271	Wade	Promoter	U00096	4177279	4177279	+
2272	Wade_p2272	Wade	Promoter	U00096	4178355	4178355	+
2273	Wade_p2273	Wade	Promoter	U00096	4179625	4179625	+
2274	Wade_p2274	Wade	Promoter	U00096	4180258	4180258	+
2275	Wade_p2275	Wade	Promoter	U00096	4180835	4180835	+
2276	Wade_p2276	Wade	Promoter	U00096	4181551	4181551	+
2277	Wade_p2277	Wade	Promoter	U00096	4183863	4183863	+
2278	Wade_p2278	Wade	Promoter	U00096	4185215	4185215	+
2279	Wade_p2279	Wade	Promoter	U00096	4189764	4189764	+
228	Wade_p228	Wade	Promoter	U00096	399565	399565	+
2280	Wade_p2280	Wade	Promoter	U00096	4190170	4190170	+
2281	Wade_p2281	Wade	Promoter	U00096	4191598	4191598	+
2282	Wade_p2282	Wade	Promoter	U00096	4196684	4196684	+
2283	Wade_p2283	Wade	Promoter	U00096	4196685	4196685	+
2284	Wade_p2284	Wade	Promoter	U00096	4198597	4198597	+
2285	Wade_p2285	Wade	Promoter	U00096	4200222	4200222	+
2286	Wade_p2286	Wade	Promoter	U00096	4205934	4205934	+
2287	Wade_p2287	Wade	Promoter	U00096	4207972	4207972	+
2288	Wade_p2288	Wade	Promoter	U00096	4214237	4214237	+
2289	Wade_p2289	Wade	Promoter	U00096	4223788	4223788	+
229	Wade_p229	Wade	Promoter	U00096	399665	399665	+
2290	Wade_p2290	Wade	Promoter	U00096	4223803	4223803	+
2291	Wade_p2291	Wade	Promoter	U00096	4229266	4229266	+
2292	Wade_p2292	Wade	Promoter	U00096	4233550	4233550	+
2293	Wade_p2293	Wade	Promoter	U00096	4233555	4233555	+
2294	Wade_p2294	Wade	Promoter	U00096	4237949	4237949	+
2295	Wade_p2295	Wade	Promoter	U00096	4242412	4242412	+
2296	Wade_p2296	Wade	Promoter	U00096	4242454	4242454	+
2297	Wade_p2297	Wade	Promoter	U00096	4243836	4243836	+
2298	Wade_p2298	Wade	Promoter	U00096	4246736	4246736	+
2299	Wade_p2299	Wade	Promoter	U00096	4248998	4248998	+
23	Wade_p23	Wade	Promoter	U00096	17981	17981	+
230	Wade_p230	Wade	Promoter	U00096	401522	401522	+
2300	Wade_p2300	Wade	Promoter	U00096	4250259	4250259	+
2301	Wade_p2301	Wade	Promoter	U00096	4252484	4252484	+
2302	Wade_p2302	Wade	Promoter	U00096	4252557	4252557	+
2303	Wade_p2303	Wade	Promoter	U00096	4253838	4253838	+
2304	Wade_p2304	Wade	Promoter	U00096	4253861	4253861	+
2305	Wade_p2305	Wade	Promoter	U00096	4256354	4256354	+
2306	Wade_p2306	Wade	Promoter	U00096	4256489	4256489	+
2307	Wade_p2307	Wade	Promoter	U00096	4257048	4257048	+
2308	Wade_p2308	Wade	Promoter	U00096	4261060	4261060	+
2309	Wade_p2309	Wade	Promoter	U00096	4261591	4261591	+
231	Wade_p231	Wade	Promoter	U00096	403533	403533	+
2310	Wade_p2310	Wade	Promoter	U00096	4261900	4261900	+
2311	Wade_p2311	Wade	Promoter	U00096	4262814	4262814	+
2312	Wade_p2312	Wade	Promoter	U00096	4262816	4262816	+
2313	Wade_p2313	Wade	Promoter	U00096	4262817	4262817	+
2314	Wade_p2314	Wade	Promoter	U00096	4262968	4262968	+
2315	Wade_p2315	Wade	Promoter	U00096	4264525	4264525	+
2316	Wade_p2316	Wade	Promoter	U00096	4265589	4265589	+
2317	Wade_p2317	Wade	Promoter	U00096	4269355	4269355	+
2318	Wade_p2318	Wade	Promoter	U00096	4270214	4270214	+
2319	Wade_p2319	Wade	Promoter	U00096	4270690	4270690	+
232	Wade_p232	Wade	Promoter	U00096	406690	406690	+
2320	Wade_p2320	Wade	Promoter	U00096	4270691	4270691	+
2321	Wade_p2321	Wade	Promoter	U00096	4273289	4273289	+
2322	Wade_p2322	Wade	Promoter	U00096	4274087	4274087	+
2323	Wade_p2323	Wade	Promoter	U00096	4275403	4275403	+
2324	Wade_p2324	Wade	Promoter	U00096	4277445	4277445	+
2325	Wade_p2325	Wade	Promoter	U00096	4277446	4277446	+
2326	Wade_p2326	Wade	Promoter	U00096	4277447	4277447	+
2327	Wade_p2327	Wade	Promoter	U00096	4278538	4278538	+
2328	Wade_p2328	Wade	Promoter	U00096	4279920	4279920	+
2329	Wade_p2329	Wade	Promoter	U00096	4281630	4281630	+
233	Wade_p233	Wade	Promoter	U00096	407343	407343	+
2330	Wade_p2330	Wade	Promoter	U00096	4287284	4287284	+
2331	Wade_p2331	Wade	Promoter	U00096	4287410	4287410	+
2332	Wade_p2332	Wade	Promoter	U00096	4288137	4288137	+
2333	Wade_p2333	Wade	Promoter	U00096	4303412	4303412	+
2334	Wade_p2334	Wade	Promoter	U00096	4307201	4307201	+
2335	Wade_p2335	Wade	Promoter	U00096	4307202	4307202	+
2336	Wade_p2336	Wade	Promoter	U00096	4308114	4308114	+
2337	Wade_p2337	Wade	Promoter	U00096	4311523	4311523	+
2338	Wade_p2338	Wade	Promoter	U00096	4313898	4313898	+
2339	Wade_p2339	Wade	Promoter	U00096	4320283	4320283	+
234	Wade_p234	Wade	Promoter	U00096	407344	407344	+
2340	Wade_p2340	Wade	Promoter	U00096	4328420	4328420	+
2341	Wade_p2341	Wade	Promoter	U00096	4330320	4330320	+
2342	Wade_p2342	Wade	Promoter	U00096	4334264	4334264	+
2343	Wade_p2343	Wade	Promoter	U00096	4338718	4338718	+
2344	Wade_p2344	Wade	Promoter	U00096	4338719	4338719	+
2345	Wade_p2345	Wade	Promoter	U00096	4340855	4340855	+
2346	Wade_p2346	Wade	Promoter	U00096	4344450	4344450	+
2347	Wade_p2347	Wade	Promoter	U00096	4345501	4345501	+
2348	Wade_p2348	Wade	Promoter	U00096	4345502	4345502	+
2349	Wade_p2349	Wade	Promoter	U00096	4345503	4345503	+
235	Wade_p235	Wade	Promoter	U00096	408574	408574	+
2350	Wade_p2350	Wade	Promoter	U00096	4346166	4346166	+
2351	Wade_p2351	Wade	Promoter	U00096	4349411	4349411	+
2352	Wade_p2352	Wade	Promoter	U00096	4356723	4356723	+
2353	Wade_p2353	Wade	Promoter	U00096	4361535	4361535	+
2354	Wade_p2354	Wade	Promoter	U00096	4362479	4362479	+
2355	Wade_p2355	Wade	Promoter	U00096	4366893	4366893	+
2356	Wade_p2356	Wade	Promoter	U00096	4369366	4369366	+
2357	Wade_p2357	Wade	Promoter	U00096	4370612	4370612	+
2358	Wade_p2358	Wade	Promoter	U00096	4370617	4370617	+
2359	Wade_p2359	Wade	Promoter	U00096	4370648	4370648	+
236	Wade_p236	Wade	Promoter	U00096	408598	408598	+
2360	Wade_p2360	Wade	Promoter	U00096	4370841	4370841	+
2361	Wade_p2361	Wade	Promoter	U00096	4370928	4370928	+
2362	Wade_p2362	Wade	Promoter	U00096	4372309	4372309	+
2363	Wade_p2363	Wade	Promoter	U00096	4372760	4372760	+
2364	Wade_p2364	Wade	Promoter	U00096	4372762	4372762	+
2365	Wade_p2365	Wade	Promoter	U00096	4372764	4372764	+
2366	Wade_p2366	Wade	Promoter	U00096	4375656	4375656	+
2367	Wade_p2367	Wade	Promoter	U00096	4378785	4378785	+
2368	Wade_p2368	Wade	Promoter	U00096	4378800	4378800	+
2369	Wade_p2369	Wade	Promoter	U00096	4382696	4382696	+
237	Wade_p237	Wade	Promoter	U00096	416362	416362	+
2370	Wade_p2370	Wade	Promoter	U00096	4383994	4383994	+
2371	Wade_p2371	Wade	Promoter	U00096	4384595	4384595	+
2372	Wade_p2372	Wade	Promoter	U00096	4385207	4385207	+
2373	Wade_p2373	Wade	Promoter	U00096	4385754	4385754	+
2374	Wade_p2374	Wade	Promoter	U00096	4391562	4391562	+
2375	Wade_p2375	Wade	Promoter	U00096	4391758	4391758	+
2376	Wade_p2376	Wade	Promoter	U00096	4395453	4395453	+
2377	Wade_p2377	Wade	Promoter	U00096	4399051	4399051	+
2378	Wade_p2378	Wade	Promoter	U00096	4399052	4399052	+
2379	Wade_p2379	Wade	Promoter	U00096	4399398	4399398	+
238	Wade_p238	Wade	Promoter	U00096	416999	416999	+
2380	Wade_p2380	Wade	Promoter	U00096	4399399	4399399	+
2381	Wade_p2381	Wade	Promoter	U00096	4399802	4399802	+
2382	Wade_p2382	Wade	Promoter	U00096	4400053	4400053	+
2383	Wade_p2383	Wade	Promoter	U00096	4400221	4400221	+
2384	Wade_p2384	Wade	Promoter	U00096	4403335	4403335	+
2385	Wade_p2385	Wade	Promoter	U00096	4408469	4408469	+
2386	Wade_p2386	Wade	Promoter	U00096	4408804	4408804	+
2387	Wade_p2387	Wade	Promoter	U00096	4410865	4410865	+
2388	Wade_p2388	Wade	Promoter	U00096	4416923	4416923	+
2389	Wade_p2389	Wade	Promoter	U00096	4424926	4424926	+
239	Wade_p239	Wade	Promoter	U00096	419514	419514	+
2390	Wade_p2390	Wade	Promoter	U00096	4425025	4425025	+
2391	Wade_p2391	Wade	Promoter	U00096	4426058	4426058	+
2392	Wade_p2392	Wade	Promoter	U00096	4426129	4426129	+
2393	Wade_p2393	Wade	Promoter	U00096	4426159	4426159	+
2394	Wade_p2394	Wade	Promoter	U00096	4426354	4426354	+
2395	Wade_p2395	Wade	Promoter	U00096	4436568	4436568	+
2396	Wade_p2396	Wade	Promoter	U00096	4439134	4439134	+
2397	Wade_p2397	Wade	Promoter	U00096	4439506	4439506	+
2398	Wade_p2398	Wade	Promoter	U00096	4439510	4439510	+
2399	Wade_p2399	Wade	Promoter	U00096	4440350	4440350	+
24	Wade_p24	Wade	Promoter	U00096	18024	18024	+
240	Wade_p240	Wade	Promoter	U00096	419677	419677	+
2400	Wade_p2400	Wade	Promoter	U00096	4442222	4442222	+
2401	Wade_p2401	Wade	Promoter	U00096	4443213	4443213	+
2402	Wade_p2402	Wade	Promoter	U00096	4444092	4444092	+
2403	Wade_p2403	Wade	Promoter	U00096	4444165	4444165	+
2404	Wade_p2404	Wade	Promoter	U00096	4447663	4447663	+
2405	Wade_p2405	Wade	Promoter	U00096	4447816	4447816	+
2406	Wade_p2406	Wade	Promoter	U00096	4448403	4448403	+
2407	Wade_p2407	Wade	Promoter	U00096	4448404	4448404	+
2408	Wade_p2408	Wade	Promoter	U00096	4448439	4448439	+
2409	Wade_p2409	Wade	Promoter	U00096	4454508	4454508	+
241	Wade_p241	Wade	Promoter	U00096	420784	420784	+
2410	Wade_p2410	Wade	Promoter	U00096	4457078	4457078	+
2411	Wade_p2411	Wade	Promoter	U00096	4459249	4459249	+
2412	Wade_p2412	Wade	Promoter	U00096	4459356	4459356	+
2413	Wade_p2413	Wade	Promoter	U00096	4459580	4459580	+
2414	Wade_p2414	Wade	Promoter	U00096	4472574	4472574	+
2415	Wade_p2415	Wade	Promoter	U00096	4473320	4473320	+
2416	Wade_p2416	Wade	Promoter	U00096	4474819	4474819	+
2417	Wade_p2417	Wade	Promoter	U00096	4474825	4474825	+
2418	Wade_p2418	Wade	Promoter	U00096	4474826	4474826	+
2419	Wade_p2419	Wade	Promoter	U00096	4474830	4474830	+
242	Wade_p242	Wade	Promoter	U00096	422484	422484	+
2420	Wade_p2420	Wade	Promoter	U00096	4475411	4475411	+
2421	Wade_p2421	Wade	Promoter	U00096	4477160	4477160	+
2422	Wade_p2422	Wade	Promoter	U00096	4478699	4478699	+
2423	Wade_p2423	Wade	Promoter	U00096	4478700	4478700	+
2424	Wade_p2424	Wade	Promoter	U00096	4478702	4478702	+
2425	Wade_p2425	Wade	Promoter	U00096	4479387	4479387	+
2426	Wade_p2426	Wade	Promoter	U00096	4482333	4482333	+
2427	Wade_p2427	Wade	Promoter	U00096	4486241	4486241	+
2428	Wade_p2428	Wade	Promoter	U00096	4487422	4487422	+
2429	Wade_p2429	Wade	Promoter	U00096	4487423	4487423	+
243	Wade_p243	Wade	Promoter	U00096	422486	422486	+
2430	Wade_p2430	Wade	Promoter	U00096	4490780	4490780	+
2431	Wade_p2431	Wade	Promoter	U00096	4490783	4490783	+
2432	Wade_p2432	Wade	Promoter	U00096	4490870	4490870	+
2433	Wade_p2433	Wade	Promoter	U00096	4496383	4496383	+
2434	Wade_p2434	Wade	Promoter	U00096	4497342	4497342	+
2435	Wade_p2435	Wade	Promoter	U00096	4497650	4497650	+
2436	Wade_p2436	Wade	Promoter	U00096	4497680	4497680	+
2437	Wade_p2437	Wade	Promoter	U00096	4497685	4497685	+
2438	Wade_p2438	Wade	Promoter	U00096	4497686	4497686	+
2439	Wade_p2439	Wade	Promoter	U00096	4498107	4498107	+
244	Wade_p244	Wade	Promoter	U00096	424985	424985	+
2440	Wade_p2440	Wade	Promoter	U00096	4499725	4499725	+
2441	Wade_p2441	Wade	Promoter	U00096	4500030	4500030	+
2442	Wade_p2442	Wade	Promoter	U00096	4501838	4501838	+
2443	Wade_p2443	Wade	Promoter	U00096	4503318	4503318	+
2444	Wade_p2444	Wade	Promoter	U00096	4504225	4504225	+
2445	Wade_p2445	Wade	Promoter	U00096	4505813	4505813	+
2446	Wade_p2446	Wade	Promoter	U00096	4505909	4505909	+
2447	Wade_p2447	Wade	Promoter	U00096	4507042	4507042	+
2448	Wade_p2448	Wade	Promoter	U00096	4507326	4507326	+
2449	Wade_p2449	Wade	Promoter	U00096	4513892	4513892	+
245	Wade_p245	Wade	Promoter	U00096	426031	426031	+
2450	Wade_p2450	Wade	Promoter	U00096	4518197	4518197	+
2451	Wade_p2451	Wade	Promoter	U00096	4519093	4519093	+
2452	Wade_p2452	Wade	Promoter	U00096	4519114	4519114	+
2453	Wade_p2453	Wade	Promoter	U00096	4519115	4519115	+
2454	Wade_p2454	Wade	Promoter	U00096	4519116	4519116	+
2455	Wade_p2455	Wade	Promoter	U00096	4523731	4523731	+
2456	Wade_p2456	Wade	Promoter	U00096	4527979	4527979	+
2457	Wade_p2457	Wade	Promoter	U00096	4530385	4530385	+
2458	Wade_p2458	Wade	Promoter	U00096	4530492	4530492	+
2459	Wade_p2459	Wade	Promoter	U00096	4530816	4530816	+
246	Wade_p246	Wade	Promoter	U00096	426057	426057	+
2460	Wade_p2460	Wade	Promoter	U00096	4533218	4533218	+
2461	Wade_p2461	Wade	Promoter	U00096	4533786	4533786	+
2462	Wade_p2462	Wade	Promoter	U00096	4533787	4533787	+
2463	Wade_p2463	Wade	Promoter	U00096	4533789	4533789	+
2464	Wade_p2464	Wade	Promoter	U00096	4534808	4534808	+
2465	Wade_p2465	Wade	Promoter	U00096	4534972	4534972	+
2466	Wade_p2466	Wade	Promoter	U00096	4536019	4536019	+
2467	Wade_p2467	Wade	Promoter	U00096	4537550	4537550	+
2468	Wade_p2468	Wade	Promoter	U00096	4541483	4541483	+
2469	Wade_p2469	Wade	Promoter	U00096	4542039	4542039	+
247	Wade_p247	Wade	Promoter	U00096	426777	426777	+
2470	Wade_p2470	Wade	Promoter	U00096	4545866	4545866	+
2471	Wade_p2471	Wade	Promoter	U00096	4549165	4549165	+
2472	Wade_p2472	Wade	Promoter	U00096	4554480	4554480	+
2473	Wade_p2473	Wade	Promoter	U00096	4554945	4554945	+
2474	Wade_p2474	Wade	Promoter	U00096	4556856	4556856	+
2475	Wade_p2475	Wade	Promoter	U00096	4557222	4557222	+
2476	Wade_p2476	Wade	Promoter	U00096	4560894	4560894	+
2477	Wade_p2477	Wade	Promoter	U00096	4563505	4563505	+
2478	Wade_p2478	Wade	Promoter	U00096	4568887	4568887	+
2479	Wade_p2479	Wade	Promoter	U00096	4568888	4568888	+
248	Wade_p248	Wade	Promoter	U00096	427115	427115	+
2480	Wade_p2480	Wade	Promoter	U00096	4569655	4569655	+
2481	Wade_p2481	Wade	Promoter	U00096	4573530	4573530	+
2482	Wade_p2482	Wade	Promoter	U00096	4574144	4574144	+
2483	Wade_p2483	Wade	Promoter	U00096	4574145	4574145	+
2484	Wade_p2484	Wade	Promoter	U00096	4574210	4574210	+
2485	Wade_p2485	Wade	Promoter	U00096	4574607	4574607	+
2486	Wade_p2486	Wade	Promoter	U00096	4576776	4576776	+
2487	Wade_p2487	Wade	Promoter	U00096	4576777	4576777	+
2488	Wade_p2488	Wade	Promoter	U00096	4578572	4578572	+
2489	Wade_p2489	Wade	Promoter	U00096	4579859	4579859	+
249	Wade_p249	Wade	Promoter	U00096	427203	427203	+
2490	Wade_p2490	Wade	Promoter	U00096	4586526	4586526	+
2491	Wade_p2491	Wade	Promoter	U00096	4591374	4591374	+
2492	Wade_p2492	Wade	Promoter	U00096	4592106	4592106	+
2493	Wade_p2493	Wade	Promoter	U00096	4596879	4596879	+
2494	Wade_p2494	Wade	Promoter	U00096	4596880	4596880	+
2495	Wade_p2495	Wade	Promoter	U00096	4597011	4597011	+
2496	Wade_p2496	Wade	Promoter	U00096	4604607	4604607	+
2497	Wade_p2497	Wade	Promoter	U00096	4606016	4606016	+
2498	Wade_p2498	Wade	Promoter	U00096	4607782	4607782	+
2499	Wade_p2499	Wade	Promoter	U00096	4607783	4607783	+
25	Wade_p25	Wade	Promoter	U00096	18025	18025	+
250	Wade_p250	Wade	Promoter	U00096	427667	427667	+
2500	Wade_p2500	Wade	Promoter	U00096	4611152	4611152	+
2501	Wade_p2501	Wade	Promoter	U00096	4612381	4612381	+
2502	Wade_p2502	Wade	Promoter	U00096	4612383	4612383	+
2503	Wade_p2503	Wade	Promoter	U00096	4612824	4612824	+
2504	Wade_p2504	Wade	Promoter	U00096	4616679	4616679	+
2505	Wade_p2505	Wade	Promoter	U00096	4617207	4617207	+
2506	Wade_p2506	Wade	Promoter	U00096	4619270	4619270	+
2507	Wade_p2507	Wade	Promoter	U00096	4620789	4620789	+
2508	Wade_p2508	Wade	Promoter	U00096	4621741	4621741	+
2509	Wade_p2509	Wade	Promoter	U00096	4627303	4627303	+
251	Wade_p251	Wade	Promoter	U00096	430119	430119	+
2510	Wade_p2510	Wade	Promoter	U00096	4630550	4630550	+
2511	Wade_p2511	Wade	Promoter	U00096	4632623	4632623	+
2512	Wade_p2512	Wade	Promoter	U00096	4633669	4633669	+
2513	Wade_p2513	Wade	Promoter	U00096	4633670	4633670	+
2514	Wade_p2514	Wade	Promoter	U00096	4633671	4633671	+
2515	Wade_p2515	Wade	Promoter	U00096	4633755	4633755	+
2516	Wade_p2516	Wade	Promoter	U00096	4633756	4633756	+
2517	Wade_p2517	Wade	Promoter	U00096	4635477	4635477	+
2518	Wade_p2518	Wade	Promoter	U00096	4635479	4635479	+
2519	Wade_p2519	Wade	Promoter	U00096	4637785	4637785	+
252	Wade_p252	Wade	Promoter	U00096	430868	430868	+
2520	Wade_p2520	Wade	Promoter	U00096	4640411	4640411	+
2521	Wade_p2521	Wade	Promoter	U00096	4640959	4640959	+
2522	Wade_p2522	Wade	Promoter	U00096	4640968	4640968	+
2523	Wade_p2523	Wade	Promoter	U00096	1176	1176	-
2524	Wade_p2524	Wade	Promoter	U00096	8014	8014	-
2525	Wade_p2525	Wade	Promoter	U00096	8052	8052	-
2526	Wade_p2526	Wade	Promoter	U00096	9359	9359	-
2527	Wade_p2527	Wade	Promoter	U00096	10989	10989	-
2528	Wade_p2528	Wade	Promoter	U00096	11017	11017	-
2529	Wade_p2529	Wade	Promoter	U00096	12132	12132	-
253	Wade_p253	Wade	Promoter	U00096	432976	432976	+
2530	Wade_p2530	Wade	Promoter	U00096	17143	17143	-
2531	Wade_p2531	Wade	Promoter	U00096	17725	17725	-
2532	Wade_p2532	Wade	Promoter	U00096	17989	17989	-
2533	Wade_p2533	Wade	Promoter	U00096	21124	21124	-
2534	Wade_p2534	Wade	Promoter	U00096	21125	21125	-
2535	Wade_p2535	Wade	Promoter	U00096	21213	21213	-
2536	Wade_p2536	Wade	Promoter	U00096	25344	25344	-
2537	Wade_p2537	Wade	Promoter	U00096	27727	27727	-
2538	Wade_p2538	Wade	Promoter	U00096	34913	34913	-
2539	Wade_p2539	Wade	Promoter	U00096	51949	51949	-
254	Wade_p254	Wade	Promoter	U00096	434436	434436	+
2540	Wade_p2540	Wade	Promoter	U00096	51950	51950	-
2541	Wade_p2541	Wade	Promoter	U00096	52035	52035	-
2542	Wade_p2542	Wade	Promoter	U00096	52036	52036	-
2543	Wade_p2543	Wade	Promoter	U00096	53824	53824	-
2544	Wade_p2544	Wade	Promoter	U00096	57156	57156	-
2545	Wade_p2545	Wade	Promoter	U00096	57242	57242	-
2546	Wade_p2546	Wade	Promoter	U00096	60594	60594	-
2547	Wade_p2547	Wade	Promoter	U00096	60595	60595	-
2548	Wade_p2548	Wade	Promoter	U00096	63588	63588	-
2549	Wade_p2549	Wade	Promoter	U00096	83739	83739	-
255	Wade_p255	Wade	Promoter	U00096	434613	434613	+
2550	Wade_p2550	Wade	Promoter	U00096	83740	83740	-
2551	Wade_p2551	Wade	Promoter	U00096	83743	83743	-
2552	Wade_p2552	Wade	Promoter	U00096	83894	83894	-
2553	Wade_p2553	Wade	Promoter	U00096	83895	83895	-
2554	Wade_p2554	Wade	Promoter	U00096	83898	83898	-
2555	Wade_p2555	Wade	Promoter	U00096	87475	87475	-
2556	Wade_p2556	Wade	Promoter	U00096	91542	91542	-
2557	Wade_p2557	Wade	Promoter	U00096	96105	96105	-
2558	Wade_p2558	Wade	Promoter	U00096	107645	107645	-
2559	Wade_p2559	Wade	Promoter	U00096	107944	107944	-
256	Wade_p256	Wade	Promoter	U00096	434614	434614	+
2560	Wade_p2560	Wade	Promoter	U00096	111828	111828	-
2561	Wade_p2561	Wade	Promoter	U00096	113311	113311	-
2562	Wade_p2562	Wade	Promoter	U00096	114880	114880	-
2563	Wade_p2563	Wade	Promoter	U00096	114990	114990	-
2564	Wade_p2564	Wade	Promoter	U00096	121675	121675	-
2565	Wade_p2565	Wade	Promoter	U00096	121676	121676	-
2566	Wade_p2566	Wade	Promoter	U00096	121677	121677	-
2567	Wade_p2567	Wade	Promoter	U00096	133469	133469	-
2568	Wade_p2568	Wade	Promoter	U00096	133470	133470	-
2569	Wade_p2569	Wade	Promoter	U00096	136939	136939	-
257	Wade_p257	Wade	Promoter	U00096	436581	436581	+
2570	Wade_p2570	Wade	Promoter	U00096	136942	136942	-
2571	Wade_p2571	Wade	Promoter	U00096	142701	142701	-
2572	Wade_p2572	Wade	Promoter	U00096	142702	142702	-
2573	Wade_p2573	Wade	Promoter	U00096	146756	146756	-
2574	Wade_p2574	Wade	Promoter	U00096	146758	146758	-
2575	Wade_p2575	Wade	Promoter	U00096	146759	146759	-
2576	Wade_p2576	Wade	Promoter	U00096	148853	148853	-
2577	Wade_p2577	Wade	Promoter	U00096	148854	148854	-
2578	Wade_p2578	Wade	Promoter	U00096	149268	149268	-
2579	Wade_p2579	Wade	Promoter	U00096	155276	155276	-
258	Wade_p258	Wade	Promoter	U00096	436586	436586	+
2580	Wade_p2580	Wade	Promoter	U00096	159172	159172	-
2581	Wade_p2581	Wade	Promoter	U00096	160662	160662	-
2582	Wade_p2582	Wade	Promoter	U00096	160694	160694	-
2583	Wade_p2583	Wade	Promoter	U00096	160695	160695	-
2584	Wade_p2584	Wade	Promoter	U00096	160752	160752	-
2585	Wade_p2585	Wade	Promoter	U00096	161058	161058	-
2586	Wade_p2586	Wade	Promoter	U00096	161077	161077	-
2587	Wade_p2587	Wade	Promoter	U00096	161082	161082	-
2588	Wade_p2588	Wade	Promoter	U00096	161199	161199	-
2589	Wade_p2589	Wade	Promoter	U00096	161200	161200	-
259	Wade_p259	Wade	Promoter	U00096	438162	438162	+
2590	Wade_p2590	Wade	Promoter	U00096	168557	168557	-
2591	Wade_p2591	Wade	Promoter	U00096	169815	169815	-
2592	Wade_p2592	Wade	Promoter	U00096	169816	169816	-
2593	Wade_p2593	Wade	Promoter	U00096	169817	169817	-
2594	Wade_p2594	Wade	Promoter	U00096	177700	177700	-
2595	Wade_p2595	Wade	Promoter	U00096	177701	177701	-
2596	Wade_p2596	Wade	Promoter	U00096	178932	178932	-
2597	Wade_p2597	Wade	Promoter	U00096	179180	179180	-
2598	Wade_p2598	Wade	Promoter	U00096	179184	179184	-
2599	Wade_p2599	Wade	Promoter	U00096	179185	179185	-
26	Wade_p26	Wade	Promoter	U00096	18373	18373	+
260	Wade_p260	Wade	Promoter	U00096	438163	438163	+
2600	Wade_p2600	Wade	Promoter	U00096	179186	179186	-
2601	Wade_p2601	Wade	Promoter	U00096	179445	179445	-
2602	Wade_p2602	Wade	Promoter	U00096	182496	182496	-
2603	Wade_p2603	Wade	Promoter	U00096	184228	184228	-
2604	Wade_p2604	Wade	Promoter	U00096	185981	185981	-
2605	Wade_p2605	Wade	Promoter	U00096	185982	185982	-
2606	Wade_p2606	Wade	Promoter	U00096	185983	185983	-
2607	Wade_p2607	Wade	Promoter	U00096	185984	185984	-
2608	Wade_p2608	Wade	Promoter	U00096	188783	188783	-
2609	Wade_p2609	Wade	Promoter	U00096	189556	189556	-
