id	start	stop	strand	length	term_type	gene_number	genes	pseudo	phantom
TU_Yan_30201986_Rich_318	641343	641903	-	561	long	1	b0607	0	0
TU_Yan_30201986_Rich_319	643496	645034	-	1539	long	2	b0611,b0610	0	0
TU_Yan_30201986_Rich_320	653992	656023	-	2032	long	1	b0621	0	0
TU_Yan_30201986_Rich_321	657249	657703	+	455	long	2	b0623,ECK125289060	0	0
TU_Yan_30201986_Rich_322	659188	660301	-	1114	TTS	1	b0628	0	0
TU_Yan_30201986_Rich_323	659188	660301	-	1114	long	1	b0628	0	0
TU_Yan_30201986_Rich_324	661593	664001	-	2409	long	3	b0632,b0631,b0630	0	0
TU_Yan_30201986_Rich_325	661595	662309	-	715	long	1	b0630	0	0
TU_Yan_30201986_Rich_326	661720	665332	-	3613	long	3	b0633,b0632,b0631	0	0
TU_Yan_30201986_Rich_327	662669	664001	-	1333	TTS	1	b0632	0	0
TU_Yan_30201986_Rich_328	665099	669070	-	3972	long	4	b0637,b0636,b0635,b0634	0	0
TU_Yan_30201986_Rich_329	665309	669135	-	3827	long	3	b0637,b0636,b0635	0	0
TU_Yan_30201986_Rich_330	665768	669223	-	3456	long	3	b0637,b0636,b0635	0	0
TU_Yan_30201986_Rich_331	667393	670902	-	3510	long	4	b0639,b0638,b0637,b0636	0	0
TU_Yan_30201986_Rich_332	670363	674845	-	4483	long	3	b0642,b0641,b0640	0	0
TU_Yan_30201986_Rich_333	671032	674922	-	3891	long	2	b0642,b0641	0	0
TU_Yan_30201986_Rich_334	671541	674845	-	3305	TTS	2	b0642,b0641	0	0
TU_Yan_30201986_Rich_335	681525	684438	-	2914	long	2	b0651,b0650	0	0
TU_Yan_30201986_Rich_336	683422	684438	-	1017	TTS	1	b0651	0	0
TU_Yan_30201986_Rich_337	685542	689004	-	3463	long	4	b0656,b0655,b4763,b0654	0	0
TU_Yan_30201986_Rich_338	688889	691882	-	2994	long	2	b0658,b0657	0	0
TU_Yan_30201986_Rich_339	689237	693429	-	4193	long	4	b0660,b0659,b0658,b0657	0	0
TU_Yan_30201986_Rich_340	689297	691882	-	2586	TTS	2	b0658,b0657	0	0
TU_Yan_30201986_Rich_341	689974	693469	-	3496	long	3	b0660,b0659,b0658	0	0
TU_Yan_30201986_Rich_342	690818	694990	-	4173	long	4	b0661,b0660,b0659,b0658	0	0
TU_Yan_30201986_Rich_343	695076	696346	+	1271	TTS	1	b0662	0	0
TU_Yan_30201986_Rich_344	695076	696425	+	1350	long	1	b0662	0	0
TU_Yan_30201986_Rich_345	696706	699222	-	2517	long	5	b0674,b0673,b0672,b0670,b0668	0	0
TU_Yan_30201986_Rich_346	697471	699222	-	1752	TTS	1	b0674	0	0
TU_Yan_30201986_Rich_347	699242	700354	-	1113	long	1	b0675	0	0
TU_Yan_30201986_Rich_348	699392	701865	-	2474	long	2	b0676,b0675	0	0
TU_Yan_30201986_Rich_349	699421	700354	-	934	TTS	1	b0675	0	0
TU_Yan_30201986_Rich_350	699421	703706	-	4286	long	4	b0678,b0677,b0676,b0675	0	0
TU_Yan_30201986_Rich_351	699491	701776	-	2286	long	2	b0676,b0675	0	0
TU_Yan_30201986_Rich_352	700128	703173	-	3046	long	2	b0677,b0676	0	0
TU_Yan_30201986_Rich_353	703839	705969	+	2131	TTS	1	b0679	0	0
TU_Yan_30201986_Rich_354	703839	705972	+	2134	long	1	b0679	0	0
TU_Yan_30201986_Rich_355	706062	707981	+	1920	TTS	1	b0680	0	0
TU_Yan_30201986_Rich_356	706062	708141	+	2080	long	1	b0680	0	0
TU_Yan_30201986_Rich_357	710101	711521	-	1421	long	3	b0684,b4637,b0683	0	0
TU_Yan_30201986_Rich_358	710154	710716	-	563	long	1	b0683	0	0
TU_Yan_30201986_Rich_359	710156	711951	-	1796	long	4	b0685,b0684,b4637,b0683	0	0
TU_Yan_30201986_Rich_360	710899	711521	-	623	TTS	1	b0684	0	0
TU_Yan_30201986_Rich_361	710899	712834	-	1936	long	3	b0686,b0685,b0684	0	0
TU_Yan_30201986_Rich_362	712850	716009	+	3160	long	3	b0687,b0688,b0689	0	0
TU_Yan_30201986_Rich_363	712946	715244	+	2299	long	2	b0687,b0688	0	0
TU_Yan_30201986_Rich_364	720987	724489	-	3503	long	2	b0695,b0694	0	0
TU_Yan_30201986_Rich_365	742628	746187	+	3560	long	4	b0710,b0711,b0712,b0713	0	0
TU_Yan_30201986_Rich_366	742797	747014	+	4218	long	5	b0710,b0711,b0712,b0713,b0714	0	0
TU_Yan_30201986_Rich_367	753123	754683	-	1561	long	1	b0720	0	0
TU_Yan_30201986_Rich_368	754954	758485	+	3532	TTS	4	b0721,b0722,b0723,b0724	0	0
TU_Yan_30201986_Rich_369	754954	758531	+	3578	TTS	4	b0721,b0722,b0723,b0724	0	0
TU_Yan_30201986_Rich_370	754954	758829	+	3876	long	5	b0721,b0722,b0723,b0724,b0725	0	0
TU_Yan_30201986_Rich_371	771078	773650	+	2573	long	1	b0733	0	0
TU_Yan_30201986_Rich_372	771169	774374	+	3206	TTS	3	b0733,b0734,b4515	0	0
TU_Yan_30201986_Rich_373	771169	774649	+	3481	TTS	4	b0733,b0734,b4515,b0735	0	0
TU_Yan_30201986_Rich_374	771169	775530	+	4362	long	5	b0733,b0734,b4515,b0735,b0736	0	0
TU_Yan_30201986_Rich_375	771203	774374	+	3172	TTS	3	b0733,b0734,b4515	0	0
TU_Yan_30201986_Rich_376	771203	774649	+	3447	TTS	4	b0733,b0734,b4515,b0735	0	0
TU_Yan_30201986_Rich_377	771203	774752	+	3550	long	4	b0733,b0734,b4515,b0735	0	0
TU_Yan_30201986_Rich_378	771285	774374	+	3090	TTS	3	b0733,b0734,b4515	0	0
TU_Yan_30201986_Rich_379	771285	774710	+	3426	long	4	b0733,b0734,b4515,b0735	0	0
TU_Yan_30201986_Rich_380	771318	774655	+	3338	long	4	b0733,b0734,b4515,b0735	0	0
TU_Yan_30201986_Rich_381	771368	774374	+	3007	TTS	3	b0733,b0734,b4515	0	0
TU_Yan_30201986_Rich_382	771368	774653	+	3286	long	4	b0733,b0734,b4515,b0735	0	0
TU_Yan_30201986_Rich_383	774710	779107	+	4398	long	5	b0736,b0737,b0738,b0739,b0740	0	0
TU_Yan_30201986_Rich_384	777328	780862	+	3535	long	5	b0740,b0741,b0742,b0743,b0744	0	0
TU_Yan_30201986_Rich_385	777441	781297	+	3857	long	8	b0740,b0741,b0742,b0743,b0744,b0745,b0746,b0747	0	0
TU_Yan_30201986_Rich_386	777472	781146	+	3675	long	7	b0740,b0741,b0742,b0743,b0744,b0745,b0746	0	0
TU_Yan_30201986_Rich_387	777700	781680	+	3981	long	10	b0740,b0741,b0742,b0743,b0744,b0745,b0746,b0747,b0748,b0749	0	0
TU_Yan_30201986_Rich_388	778917	781448	+	2532	long	8	b0741,b0742,b0743,b0744,b0745,b0746,b0747,b0748	0	0
TU_Yan_30201986_Rich_389	778953	781417	+	2465	long	7	b0741,b0742,b0743,b0744,b0745,b0746,b0747	0	0
TU_Yan_30201986_Rich_390	780511	781756	+	1246	long	7	b0743,b0744,b0745,b0746,b0747,b0748,b0749	0	0
TU_Yan_30201986_Rich_391	782002	784368	+	2367	long	2	b0750,b0751	0	0
TU_Yan_30201986_Rich_392	785591	786824	+	1234	TTS	1	b0754	0	0
TU_Yan_30201986_Rich_393	785591	786824	+	1234	long	1	b0754	0	0
TU_Yan_30201986_Rich_394	786601	787670	-	1070	long	1	b0755	0	0
TU_Yan_30201986_Rich_395	786734	787632	-	899	long	1	b0755	0	0
TU_Yan_30201986_Rich_396	786790	787670	-	881	TTS	1	b0755	0	0
TU_Yan_30201986_Rich_397	787670	792081	-	4412	long	4	b0759,b0758,b0757,b0756	0	0
TU_Yan_30201986_Rich_398	792157	794662	-	2506	long	2	b0761,b0760	0	0
TU_Yan_30201986_Rich_399	792263	793814	-	1552	long	1	b0760	0	0
TU_Yan_30201986_Rich_400	795061	798381	+	3321	long	3	b0763,b0764,b0765	0	0
TU_Yan_30201986_Rich_401	795591	797711	+	2121	long	2	b0764,b0765	0	0
TU_Yan_30201986_Rich_402	797353	798466	-	1114	long	1	b0766	0	0
TU_Yan_30201986_Rich_403	798282	799861	+	1580	long	1	b0767	0	0
TU_Yan_30201986_Rich_404	805461	807323	-	1863	long	1	b0772	0	0
TU_Yan_30201986_Rich_405	805718	809289	-	3572	long	3	b0774,b0773,b0772	0	0
TU_Yan_30201986_Rich_406	805800	807323	-	1524	TTS	1	b0772	0	0
TU_Yan_30201986_Rich_407	809301	813405	+	4105	long	4	b0775,b0776,b0777,b0778	0	0
TU_Yan_30201986_Rich_408	815335	816671	-	1337	long	1	b0780	0	0
TU_Yan_30201986_Rich_409	816827	820220	+	3394	long	5	b0781,b0782,b0783,b0784,b0785	0	0
TU_Yan_30201986_Rich_410	816913	820018	+	3106	long	5	b0781,b0782,b0783,b0784,b0785	0	0
TU_Yan_30201986_Rich_411	819857	820631	+	775	TTS	1	b0786	0	0
TU_Yan_30201986_Rich_412	819857	820634	+	778	long	1	b0786	0	0
TU_Yan_30201986_Rich_413	827132	830670	-	3539	long	3	b0796,b0795,b0794	0	0
TU_Yan_30201986_Rich_414	830785	832402	+	1618	long	1	b0797	0	0
TU_Yan_30201986_Rich_415	833042	836205	+	3164	long	1	b0799	0	0
TU_Yan_30201986_Rich_416	835180	837611	+	2432	long	3	b0800,b0801,b4769	0	0
TU_Yan_30201986_Rich_417	836317	837468	+	1152	TTS	1	b0801	0	0
TU_Yan_30201986_Rich_418	836317	838395	+	2079	long	2	b0801,b4769	0	0
TU_Yan_30201986_Rich_419	837877	841664	-	3788	long	3	b0805,b0804,b0803	0	0
TU_Yan_30201986_Rich_420	839218	841664	-	2447	TTS	1	b0805	0	0
TU_Yan_30201986_Rich_421	842313	843381	+	1069	long	1	b0807	0	0
TU_Yan_30201986_Rich_422	848339	848950	-	612	long	1	b0812	0	0
TU_Yan_30201986_Rich_423	848847	850130	-	1284	long	1	b0813	0	0
TU_Yan_30201986_Rich_424	850212	851011	+	800	TTS	2	b4736,b0814	0	0
TU_Yan_30201986_Rich_425	850212	851486	+	1275	long	2	b4736,b0814	0	0
TU_Yan_30201986_Rich_426	850416	851011	+	596	TTS	1	b0814	0	0
TU_Yan_30201986_Rich_427	850416	851600	+	1185	long	1	b0814	0	0
TU_Yan_30201986_Rich_428	853136	855223	+	2088	long	2	b0817,b0818	0	0
TU_Yan_30201986_Rich_429	854713	855798	-	1086	long	1	b0819	0	0
TU_Yan_30201986_Rich_430	854777	855798	-	1022	TTS	1	b0819	0	0
TU_Yan_30201986_Rich_431	855933	857716	+	1784	TTS	1	b0820	0	0
TU_Yan_30201986_Rich_432	855933	857955	+	2023	long	1	b0820	0	0
TU_Yan_30201986_Rich_433	863908	866394	-	2487	long	2	b0827,b0826	0	0
TU_Yan_30201986_Rich_434	864282	866394	-	2113	TTS	2	b0827,b0826	0	0
TU_Yan_30201986_Rich_435	866497	870483	+	3987	long	2	b0828,b0829	0	0
TU_Yan_30201986_Rich_436	866536	870762	+	4227	long	2	b0828,b0829	0	0
TU_Yan_30201986_Rich_437	866573	869788	+	3216	long	1	b0829	0	0
TU_Yan_30201986_Rich_438	876671	878068	-	1398	long	1	b0835	0	0
TU_Yan_30201986_Rich_439	879419	880518	-	1100	long	1	b0838	0	0
TU_Yan_30201986_Rich_440	880617	882096	+	1480	long	1	b0839	0	0
TU_Yan_30201986_Rich_441	881817	883505	-	1689	long	2	b0841,b0840	0	0
TU_Yan_30201986_Rich_442	883648	885181	+	1534	long	1	b0842	0	0
TU_Yan_30201986_Rich_443	884953	887361	-	2409	long	2	b0845,b0844	0	0
TU_Yan_30201986_Rich_444	887976	889993	-	2018	long	2	b0847,b4417	0	0
TU_Yan_30201986_Rich_445	890891	893480	+	2590	TTS	4	b0850,b0851,b0852,b0853	0	0
TU_Yan_30201986_Rich_446	890891	893563	+	2673	long	4	b0850,b0851,b0852,b0853	0	0
TU_Yan_30201986_Rich_447	900688	903769	-	3082	long	4	b0864,b0863,b0862,b0861	0	0
TU_Yan_30201986_Rich_448	900757	903843	-	3087	long	4	b0864,b0863,b0862,b0861	0	0
TU_Yan_30201986_Rich_449	904523	906689	+	2167	long	2	b0866,b0867	0	0
TU_Yan_30201986_Rich_450	904558	906642	+	2085	long	2	b0866,b0867	0	0
TU_Yan_30201986_Rich_451	905335	906781	-	1447	long	1	b0868	0	0
TU_Yan_30201986_Rich_452	905485	909320	-	3836	long	3	b0870,b0869,b0868	0	0
TU_Yan_30201986_Rich_453	911049	912407	-	1359	long	1	b0872	0	0
TU_Yan_30201986_Rich_454	916300	918622	+	2323	long	1	b0876	0	0
TU_Yan_30201986_Rich_455	922298	922676	-	379	long	1	b0880	0	0
TU_Yan_30201986_Rich_456	922359	925599	+	3241	TTS	3	b4770,b0881,b0882	0	0
TU_Yan_30201986_Rich_457	922359	925600	+	3242	long	3	b4770,b0881,b0882	0	0
TU_Yan_30201986_Rich_458	923077	925594	+	2518	long	1	b0882	0	0
TU_Yan_30201986_Rich_459	926157	926478	-	322	long	1	b0884	0	0
TU_Yan_30201986_Rich_460	926838	930998	-	4161	long	2	b0887,b0886	0	0
TU_Yan_30201986_Rich_461	929690	932078	-	2389	long	1	b0888	0	0
TU_Yan_30201986_Rich_462	931022	932078	-	1057	TTS	1	b0888	0	0
TU_Yan_30201986_Rich_463	932327	936122	+	3796	long	1	b0889	0	0
TU_Yan_30201986_Rich_464	939364	940767	+	1404	long	1	b0893	0	0
TU_Yan_30201986_Rich_465	940822	944928	+	4107	long	3	b0894,b0895,b0896	0	0
TU_Yan_30201986_Rich_466	940879	944141	+	3263	long	2	b0894,b0895	0	0
TU_Yan_30201986_Rich_467	945840	948292	+	2453	long	1	b0898	0	0
TU_Yan_30201986_Rich_468	947188	948803	+	1616	long	1	b0899	0	0
TU_Yan_30201986_Rich_469	951156	953637	-	2482	long	1	b0903	0	0
TU_Yan_30201986_Rich_470	951185	953680	-	2496	long	1	b0903	0	0
TU_Yan_30201986_Rich_471	951185	954760	-	3576	long	2	b0904,b0903	0	0
TU_Yan_30201986_Rich_472	951200	954814	-	3615	long	2	b0904,b0903	0	0
TU_Yan_30201986_Rich_473	951203	953908	-	2706	long	1	b0903	0	0
TU_Yan_30201986_Rich_474	951203	953922	-	2720	long	1	b0903	0	0
TU_Yan_30201986_Rich_475	951488	954492	-	3005	long	1	b0904	0	0
TU_Yan_30201986_Rich_476	952342	956657	-	4316	long	2	b0905,b0904	0	0
TU_Yan_30201986_Rich_477	954793	956657	-	1865	TTS	1	b0905	0	0
TU_Yan_30201986_Rich_478	957578	961048	+	3471	long	3	b0907,b0908,b0909	0	0
TU_Yan_30201986_Rich_479	961163	964164	+	3002	long	3	b0910,b0911,b0912	0	0
TU_Yan_30201986_Rich_480	961720	963777	+	2058	TTS	1	b0911	0	0
TU_Yan_30201986_Rich_481	961720	964167	+	2448	long	2	b0911,b0912	0	0
TU_Yan_30201986_Rich_482	961861	963777	+	1917	TTS	1	b0911	0	0
TU_Yan_30201986_Rich_483	961861	964164	+	2304	long	2	b0911,b0912	0	0
TU_Yan_30201986_Rich_484	961892	963777	+	1886	TTS	1	b0911	0	0
TU_Yan_30201986_Rich_485	961892	964167	+	2276	long	2	b0911,b0912	0	0
TU_Yan_30201986_Rich_486	966594	971164	+	4571	long	4	b0914,b0915,b0916,b0917	0	0
TU_Yan_30201986_Rich_487	970643	971644	+	1002	TTS	2	b0917,b0918	0	0
TU_Yan_30201986_Rich_488	970643	973052	+	2410	long	3	b0917,b0918,b0919	0	0
TU_Yan_30201986_Rich_489	973497	977934	+	4438	long	3	b0921,b0922,b0923	0	0
TU_Yan_30201986_Rich_490	980930	984446	+	3517	long	3	b0925,b0926,b0927	0	0
TU_Yan_30201986_Rich_491	983022	984905	+	1884	long	2	b0926,b0927	0	0
TU_Yan_30201986_Rich_492	983574	984640	+	1067	long	1	b0927	0	0
TU_Yan_30201986_Rich_493	984479	987092	-	2614	long	2	b0929,b0928	0	0
TU_Yan_30201986_Rich_494	985838	987092	-	1255	TTS	1	b0929	0	0
TU_Yan_30201986_Rich_495	987398	989038	-	1641	long	1	b0930	0	0
TU_Yan_30201986_Rich_496	987544	989038	-	1495	TTS	1	b0930	0	0
TU_Yan_30201986_Rich_497	988192	990414	-	2223	long	1	b0931	0	0
TU_Yan_30201986_Rich_498	990591	993273	+	2683	TTS	1	b0932	0	0
TU_Yan_30201986_Rich_499	990591	993424	+	2834	long	1	b0932	0	0
TU_Yan_30201986_Rich_500	1006043	1007624	-	1582	long	1	b0947	0	0
TU_Yan_30201986_Rich_501	1007671	1012164	+	4494	long	2	b0948,b0949	0	0
TU_Yan_30201986_Rich_502	1015421	1016497	-	1077	long	1	b0954	0	0
TU_Yan_30201986_Rich_503	1015713	1018327	-	2615	long	2	b0955,b0954	0	0
TU_Yan_30201986_Rich_504	1015895	1016497	-	603	TTS	1	b0954	0	0
TU_Yan_30201986_Rich_505	1018968	1020949	-	1982	long	2	b0958,b0957	0	0
TU_Yan_30201986_Rich_506	1018969	1020186	-	1218	long	1	b0957	0	0
TU_Yan_30201986_Rich_507	1021332	1024379	-	3048	long	2	b0961,b0960	0	0
TU_Yan_30201986_Rich_508	1021680	1024379	-	2700	TTS	2	b0961,b0960	0	0
TU_Yan_30201986_Rich_509	1024442	1026552	+	2111	TTS	1	b0962	0	0
TU_Yan_30201986_Rich_510	1024442	1026947	+	2506	long	1	b0962	0	0
TU_Yan_30201986_Rich_511	1026356	1027038	-	683	long	1	b0963	0	0
TU_Yan_30201986_Rich_512	1028267	1029998	-	1732	long	2	b0967,b0966	0	0
TU_Yan_30201986_Rich_513	1028357	1029998	-	1642	TTS	2	b0967,b0966	0	0
TU_Yan_30201986_Rich_514	1030240	1031446	-	1207	long	2	b0970,b0969	0	0
TU_Yan_30201986_Rich_515	1030710	1031446	-	737	TTS	1	b0970	0	0
TU_Yan_30201986_Rich_516	1045744	1049025	-	3282	long	2	b0985,b0984	0	0
TU_Yan_30201986_Rich_517	1062163	1063833	-	1671	long	2	b1000,b0999	0	0
TU_Yan_30201986_Rich_518	1065558	1066991	+	1434	long	1	b1002	0	0
TU_Yan_30201986_Rich_519	1074667	1078922	-	4256	long	1	b1014	0	0
TU_Yan_30201986_Rich_520	1079168	1081198	+	2031	long	1	b1015	0	0
TU_Yan_30201986_Rich_521	1081296	1084689	+	3394	long	3	b4490,b1018,b1019	0	0
TU_Yan_30201986_Rich_522	1097778	1100419	+	2642	long	3	b1033,b1034,b1035	0	0
TU_Yan_30201986_Rich_523	1097826	1101030	+	3205	long	4	b1033,b1034,b1035,b1036	0	0
TU_Yan_30201986_Rich_524	1098857	1100976	+	2120	long	3	b1034,b1035,b1036	0	0
TU_Yan_30201986_Rich_525	1107646	1109121	-	1476	long	1	b1047	0	0
TU_Yan_30201986_Rich_526	1109277	1113562	+	4286	long	2	b1048,b1049	0	0
TU_Yan_30201986_Rich_527	1113532	1116706	-	3175	long	4	b1054,b1053,b1052,b1051	0	0
TU_Yan_30201986_Rich_528	1114601	1116656	-	2056	long	1	b1054	0	0
TU_Yan_30201986_Rich_529	1115369	1116615	-	1247	long	1	b1054	0	0
TU_Yan_30201986_Rich_530	1116770	1117893	+	1124	TTS	1	b1055	0	0
TU_Yan_30201986_Rich_531	1116770	1117970	+	1201	long	1	b1055	0	0
TU_Yan_30201986_Rich_532	1118373	1120609	-	2237	long	3	b1059,b1058,b1057	0	0
TU_Yan_30201986_Rich_533	1121201	1122643	-	1443	long	2	b1062,b1061	0	0
TU_Yan_30201986_Rich_534	1122684	1124081	-	1398	long	2	b1064,b1063	0	0
TU_Yan_30201986_Rich_535	1125466	1129507	+	4042	long	4	b1066,b1067,b1068,b1069	0	0
TU_Yan_30201986_Rich_536	1125521	1128955	+	3435	long	3	b1066,b1067,b1068	0	0
TU_Yan_30201986_Rich_537	1127783	1129633	+	1851	long	1	b1069	0	0
TU_Yan_30201986_Rich_538	1130991	1135327	+	4337	long	5	b1073,b1074,b1075,b1076,b1077	0	0
TU_Yan_30201986_Rich_539	1141134	1144728	-	3595	long	1	b1084	0	0
TU_Yan_30201986_Rich_540	1144939	1145968	+	1030	TTS	1	b1086	0	0
TU_Yan_30201986_Rich_541	1144939	1146004	+	1066	TTS	1	b1086	0	0
TU_Yan_30201986_Rich_542	1144939	1146181	+	1243	long	1	b1086	0	0
TU_Yan_30201986_Rich_543	1146648	1147708	+	1061	TTS	2	b1088,b1089	0	0
TU_Yan_30201986_Rich_544	1146648	1151038	+	4391	long	5	b1088,b1089,b1090,b1091,b1092	0	0
TU_Yan_30201986_Rich_545	1146792	1147708	+	917	TTS	2	b1088,b1089	0	0
TU_Yan_30201986_Rich_546	1146792	1150780	+	3989	long	5	b1088,b1089,b1090,b1091,b1092	0	0
TU_Yan_30201986_Rich_547	1148271	1151888	+	3618	long	4	b1091,b1092,b1093,b1094	0	0
TU_Yan_30201986_Rich_548	1148389	1151987	+	3599	long	4	b1091,b1092,b1093,b1094	0	0
TU_Yan_30201986_Rich_549	1148515	1152197	+	3683	long	4	b1091,b1092,b1093,b1094	0	0
TU_Yan_30201986_Rich_550	1149516	1152599	+	3084	long	3	b1092,b1093,b1094	0	0
TU_Yan_30201986_Rich_551	1150933	1151888	+	956	TTS	1	b1094	0	0
TU_Yan_30201986_Rich_552	1150933	1153228	+	2296	long	2	b1094,b1095	0	0
TU_Yan_30201986_Rich_553	1151511	1153229	+	1719	TTS	2	b1094,b1095	0	0
TU_Yan_30201986_Rich_554	1151511	1154786	+	3276	long	3	b1094,b1095,b1096	0	0
TU_Yan_30201986_Rich_555	1151575	1151888	+	314	TTS	1	b1094	0	0
TU_Yan_30201986_Rich_556	1151575	1153229	+	1655	TTS	2	b1094,b1095	0	0
TU_Yan_30201986_Rich_557	1151575	1154996	+	3422	long	3	b1094,b1095,b1096	0	0
TU_Yan_30201986_Rich_558	1153280	1155986	+	2707	long	3	b1096,b1097,b1098	0	0
TU_Yan_30201986_Rich_559	1153829	1156199	+	2371	long	2	b1097,b1098	0	0
TU_Yan_30201986_Rich_560	1154889	1157652	+	2764	long	3	b1098,b1099,b1100	0	0
TU_Yan_30201986_Rich_561	1157628	1159822	+	2195	long	1	b1101	0	0
TU_Yan_30201986_Rich_562	1157767	1159352	+	1586	TTS	1	b1101	0	0
TU_Yan_30201986_Rich_563	1157767	1159974	+	2208	long	1	b1101	0	0
TU_Yan_30201986_Rich_564	1161824	1165310	+	3487	long	5	b1103,b1104,b1105,b1106,b1107	0	0
TU_Yan_30201986_Rich_565	1161853	1165625	+	3773	long	5	b1103,b1104,b1105,b1106,b1107	0	0
TU_Yan_30201986_Rich_566	1163602	1165732	+	2131	TTS	2	b1107,b1108	0	0
TU_Yan_30201986_Rich_567	1163602	1165846	+	2245	long	2	b1107,b1108	0	0
TU_Yan_30201986_Rich_568	1163884	1165739	+	1856	long	2	b1107,b1108	0	0
TU_Yan_30201986_Rich_569	1165015	1165732	+	718	TTS	1	b1108	0	0
TU_Yan_30201986_Rich_570	1165015	1165846	+	832	long	1	b1108	0	0
TU_Yan_30201986_Rich_571	1167550	1168862	-	1313	long	1	b1111	0	0
TU_Yan_30201986_Rich_572	1169326	1170418	-	1093	long	1	b1113	0	0
TU_Yan_30201986_Rich_573	1170134	1173992	-	3859	long	1	b1114	0	0
TU_Yan_30201986_Rich_574	1170408	1174028	-	3621	long	1	b1114	0	0
TU_Yan_30201986_Rich_575	1170483	1174028	-	3546	TTS	1	b1114	0	0
TU_Yan_30201986_Rich_576	1175400	1179865	+	4466	long	4	b1116,b1117,b1118,b1119	0	0
TU_Yan_30201986_Rich_577	1178009	1180479	+	2471	long	2	b1119,b1120	0	0
TU_Yan_30201986_Rich_578	1181268	1185659	-	4392	long	4	b1126,b1125,b1124,b1123	0	0
TU_Yan_30201986_Rich_579	1185737	1187108	+	1372	long	1	b1127	0	0
TU_Yan_30201986_Rich_580	1185822	1187819	+	1998	long	1	b1127	0	0
TU_Yan_30201986_Rich_581	1186585	1190472	-	3888	long	3	b1130,b1129,b1128	0	0
TU_Yan_30201986_Rich_582	1186784	1188265	-	1482	long	1	b1128	0	0
TU_Yan_30201986_Rich_583	1187281	1190483	-	3203	long	2	b1130,b1129	0	0
TU_Yan_30201986_Rich_584	1190441	1193800	-	3360	long	3	b1133,b1132,b1131	0	0
TU_Yan_30201986_Rich_585	1190574	1193800	-	3227	TTS	3	b1133,b1132,b1131	0	0
TU_Yan_30201986_Rich_586	1191043	1194943	-	3901	long	3	b1134,b1133,b1132	0	0
TU_Yan_30201986_Rich_587	1194960	1196801	+	1842	long	2	b1136,ECK120002608	0	0
TU_Yan_30201986_Rich_588	1195007	1196422	+	1416	TTS	1	b1136	0	0
TU_Yan_30201986_Rich_589	1195007	1196429	+	1423	long	1	b1136	0	0
TU_Yan_30201986_Rich_590	1196789	1198278	-	1490	long	2	b1138,b1137	0	0
TU_Yan_30201986_Rich_591	1202223	1202933	-	711	long	1	b1145	0	0
TU_Yan_30201986_Rich_592	1224093	1226141	-	2049	long	3	b1176,b1175,b1174	0	0
TU_Yan_30201986_Rich_593	1224220	1225647	-	1428	long	2	b1175,b1174	0	0
TU_Yan_30201986_Rich_594	1227685	1229414	+	1730	long	2	b1180,b1181	0	0
TU_Yan_30201986_Rich_595	1228804	1229451	+	648	long	1	b1181	0	0
TU_Yan_30201986_Rich_596	1230737	1232759	+	2023	long	2	b1183,b1184	0	0
TU_Yan_30201986_Rich_597	1232358	1233056	-	699	long	1	b1185	0	0
TU_Yan_30201986_Rich_598	1232466	1234766	-	2301	long	2	b1186,b1185	0	0
TU_Yan_30201986_Rich_599	1232467	1233056	-	590	TTS	1	b1185	0	0
TU_Yan_30201986_Rich_600	1233139	1234766	-	1628	TTS	1	b1186	0	0
TU_Yan_30201986_Rich_601	1234904	1235992	+	1089	long	1	b1187	0	0
TU_Yan_30201986_Rich_602	1237507	1240156	+	2650	long	2	b1189,b1190	0	0
TU_Yan_30201986_Rich_603	1237524	1240088	+	2565	TTS	2	b1189,b1190	0	0
TU_Yan_30201986_Rich_604	1237524	1240187	+	2664	long	2	b1189,b1190	0	0
TU_Yan_30201986_Rich_605	1237537	1240087	+	2551	TTS	2	b1189,b1190	0	0
TU_Yan_30201986_Rich_606	1237537	1240325	+	2789	long	2	b1189,b1190	0	0
TU_Yan_30201986_Rich_607	1239987	1242102	-	2116	long	1	b1191	0	0
TU_Yan_30201986_Rich_608	1239988	1243110	-	3123	long	2	b1192,b1191	0	0
TU_Yan_30201986_Rich_609	1242086	1243110	-	1025	TTS	1	b1192	0	0
TU_Yan_30201986_Rich_610	1243127	1243923	+	797	long	1	b1193	0	0
TU_Yan_30201986_Rich_611	1246777	1250907	-	4131	long	3	b1200,b1199,b1198	0	0
TU_Yan_30201986_Rich_612	1251021	1253139	+	2119	long	1	b1201	0	0
TU_Yan_30201986_Rich_613	1256584	1258542	-	1959	long	2	b1204,b1203	0	0
TU_Yan_30201986_Rich_614	1256636	1257882	-	1247	TTS	1	b1203	0	0
TU_Yan_30201986_Rich_615	1256636	1258542	-	1907	TTS	2	b1204,b1203	0	0
TU_Yan_30201986_Rich_616	1256636	1257882	-	1247	long	1	b1203	0	0
TU_Yan_30201986_Rich_617	1258737	1259307	+	571	long	1	b1205	0	0
TU_Yan_30201986_Rich_618	1258813	1262176	-	3364	long	2	b1207,b1206	0	0
TU_Yan_30201986_Rich_619	1258988	1263535	-	4548	long	4	b1209,b1208,b1207,b1206	0	0
TU_Yan_30201986_Rich_620	1259084	1262176	-	3093	TTS	2	b1207,b1206	0	0
TU_Yan_30201986_Rich_621	1263674	1267005	+	3332	long	3	b1210,b1211,b1212	0	0
