id	start	stop	strand	length	term_type	gene_number	genes	pseudo	phantom
TU_Ju_31308523_LB.exponential_653	850222	851010	+	789	TTS	2	b4736,b0814	0	0
TU_Ju_31308523_LB.exponential_654	850407	851010	+	604	TTS	1	b0814	0	0
TU_Ju_31308523_LB.exponential_655	850416	851010	+	595	TTS	1	b0814	0	0
TU_Ju_31308523_LB.exponential_656	850979	852713	-	1735	TTS	1	b0815	0	0
TU_Ju_31308523_LB.exponential_657	850979	853047	-	2069	TTS	2	b4705,b0815	0	0
TU_Ju_31308523_LB.exponential_658	850979	855800	-	4822	TTS	4	b0819,b4705,b4416,b0815	0	0
TU_Ju_31308523_LB.exponential_659	850979	855869	-	4891	TTS	4	b0819,b4705,b4416,b0815	0	0
TU_Ju_31308523_LB.exponential_660	853073	854807	+	1735	TTS	2	b0817,b0818	0	0
TU_Ju_31308523_LB.exponential_661	853082	854807	+	1726	TTS	2	b0817,b0818	0	0
TU_Ju_31308523_LB.exponential_662	853118	854807	+	1690	TTS	2	b0817,b0818	0	0
TU_Ju_31308523_LB.exponential_663	853136	854807	+	1672	TTS	2	b0817,b0818	0	0
TU_Ju_31308523_LB.exponential_664	854776	855162	-	387	TTS	0		0	0
TU_Ju_31308523_LB.exponential_665	854776	855800	-	1025	TTS	1	b0819	0	0
TU_Ju_31308523_LB.exponential_666	854776	855869	-	1094	TTS	1	b0819	0	0
TU_Ju_31308523_LB.exponential_667	855933	857718	+	1786	TTS	1	b0820	0	0
TU_Ju_31308523_LB.exponential_668	859180	860056	-	877	TTS	1	b0822	0	0
TU_Ju_31308523_LB.exponential_669	859180	860087	-	908	TTS	1	b0822	0	0
TU_Ju_31308523_LB.exponential_670	864282	866394	-	2113	TTS	2	b0827,b0826	0	0
TU_Ju_31308523_LB.exponential_671	870013	870170	-	158	TTS	0		0	0
TU_Ju_31308523_LB.exponential_672	875492	875664	-	173	TTS	0		0	0
TU_Ju_31308523_LB.exponential_673	876670	878069	-	1400	TTS	1	b0835	0	0
TU_Ju_31308523_LB.exponential_674	878216	878664	+	449	TTS	1	b0836	0	0
TU_Ju_31308523_LB.exponential_675	879774	880519	-	746	TTS	1	b0838	0	0
TU_Ju_31308523_LB.exponential_676	880617	881972	+	1356	TTS	1	b0839	0	0
TU_Ju_31308523_LB.exponential_677	880670	881972	+	1303	TTS	1	b0839	0	0
TU_Ju_31308523_LB.exponential_678	881931	882763	-	833	TTS	1	b0840	0	0
TU_Ju_31308523_LB.exponential_679	881931	883505	-	1575	TTS	2	b0841,b0840	0	0
TU_Ju_31308523_LB.exponential_680	881931	887364	-	5434	TTS	5	b0845,b0844,b0843,b0841,b0840	0	0
TU_Ju_31308523_LB.exponential_681	884903	887364	-	2462	TTS	3	b0845,b0844,b0843	0	0
TU_Ju_31308523_LB.exponential_682	887976	888504	-	529	TTS	1	b4417	0	0
TU_Ju_31308523_LB.exponential_683	887976	889945	-	1970	TTS	2	b0847,b4417	0	0
TU_Ju_31308523_LB.exponential_684	887976	889993	-	2018	TTS	2	b0847,b4417	0	0
TU_Ju_31308523_LB.exponential_685	889875	890490	+	616	TTS	1	b0848	0	0
TU_Ju_31308523_LB.exponential_686	889887	890490	+	604	TTS	1	b0848	0	0
TU_Ju_31308523_LB.exponential_687	890009	890490	+	482	TTS	1	b0848	0	0
TU_Ju_31308523_LB.exponential_688	890462	890776	-	315	TTS	1	b0849	0	0
TU_Ju_31308523_LB.exponential_689	890462	890845	-	384	TTS	1	b0849	0	0
TU_Ju_31308523_LB.exponential_690	890805	892640	+	1836	TTS	2	b0850,b0851	0	0
TU_Ju_31308523_LB.exponential_691	890805	893478	+	2674	TTS	4	b0850,b0851,b0852,b0853	0	0
TU_Ju_31308523_LB.exponential_692	890862	892640	+	1779	TTS	2	b0850,b0851	0	0
TU_Ju_31308523_LB.exponential_693	890862	893478	+	2617	TTS	4	b0850,b0851,b0852,b0853	0	0
TU_Ju_31308523_LB.exponential_694	890891	892640	+	1750	TTS	2	b0850,b0851	0	0
TU_Ju_31308523_LB.exponential_695	890891	893478	+	2588	TTS	4	b0850,b0851,b0852,b0853	0	0
TU_Ju_31308523_LB.exponential_696	892925	893478	+	554	TTS	1	b0853	0	0
TU_Ju_31308523_LB.exponential_697	900690	900965	-	276	TTS	0		0	0
TU_Ju_31308523_LB.exponential_698	900690	903770	-	3081	TTS	4	b0864,b0863,b0862,b0861	0	0
TU_Ju_31308523_LB.exponential_699	900690	903843	-	3154	TTS	4	b0864,b0863,b0862,b0861	0	0
TU_Ju_31308523_LB.exponential_700	900690	904494	-	3805	TTS	5	b0865,b0864,b0863,b0862,b0861	0	0
TU_Ju_31308523_LB.exponential_701	903891	904494	-	604	TTS	1	b0865	0	0
TU_Ju_31308523_LB.exponential_702	903891	904522	-	632	TTS	1	b0865	0	0
TU_Ju_31308523_LB.exponential_703	911141	912407	-	1267	TTS	1	b0872	0	0
TU_Ju_31308523_LB.exponential_704	911141	912500	-	1360	TTS	1	b0872	0	0
TU_Ju_31308523_LB.exponential_705	911141	913846	-	2706	TTS	2	b0873,b0872	0	0
TU_Ju_31308523_LB.exponential_706	913923	914895	-	973	TTS	1	b0874	0	0
TU_Ju_31308523_LB.exponential_707	913923	915302	-	1380	TTS	1	b0874	0	0
TU_Ju_31308523_LB.exponential_708	916303	918208	+	1906	TTS	1	b0876	0	0
TU_Ju_31308523_LB.exponential_709	916439	918208	+	1770	TTS	1	b0876	0	0
TU_Ju_31308523_LB.exponential_710	917982	919103	-	1122	TTS	0		0	0
TU_Ju_31308523_LB.exponential_711	921910	922335	+	426	TTS	0		0	0
TU_Ju_31308523_LB.exponential_712	922302	922676	-	375	TTS	1	b0880	0	0
TU_Ju_31308523_LB.exponential_713	922359	925598	+	3240	TTS	3	b4770,b0881,b0882	0	0
TU_Ju_31308523_LB.exponential_714	923077	925598	+	2522	TTS	1	b0882	0	0
TU_Ju_31308523_LB.exponential_715	925843	926048	-	206	TTS	1	b0883	0	0
TU_Ju_31308523_LB.exponential_716	925843	926478	-	636	TTS	2	b0884,b0883	0	0
TU_Ju_31308523_LB.exponential_717	925843	926684	-	842	TTS	2	b0884,b0883	0	0
TU_Ju_31308523_LB.exponential_718	925843	927527	-	1685	TTS	3	b0885,b0884,b0883	0	0
TU_Ju_31308523_LB.exponential_719	926158	926478	-	321	TTS	1	b0884	0	0
TU_Ju_31308523_LB.exponential_720	926158	926684	-	527	TTS	1	b0884	0	0
TU_Ju_31308523_LB.exponential_721	926158	927527	-	1370	TTS	2	b0885,b0884	0	0
TU_Ju_31308523_LB.exponential_722	931022	932078	-	1057	TTS	1	b0888	0	0
TU_Ju_31308523_LB.exponential_723	932327	933176	+	850	TTS	1	b0889	0	0
TU_Ju_31308523_LB.exponential_724	939247	940766	+	1520	TTS	1	b0893	0	0
TU_Ju_31308523_LB.exponential_725	939352	940766	+	1415	TTS	1	b0893	0	0
TU_Ju_31308523_LB.exponential_726	939364	940766	+	1403	TTS	1	b0893	0	0
TU_Ju_31308523_LB.exponential_727	940822	944928	+	4107	TTS	3	b0894,b0895,b0896	0	0
TU_Ju_31308523_LB.exponential_728	944237	944928	+	692	TTS	0		0	0
TU_Ju_31308523_LB.exponential_729	944452	944928	+	477	TTS	0		0	0
TU_Ju_31308523_LB.exponential_730	944900	945616	-	717	TTS	1	b0897	0	0
TU_Ju_31308523_LB.exponential_731	945840	947067	+	1228	TTS	1	b0898	0	0
TU_Ju_31308523_LB.exponential_732	946869	947067	+	199	TTS	0		0	0
TU_Ju_31308523_LB.exponential_733	947188	948804	+	1617	TTS	1	b0899	0	0
TU_Ju_31308523_LB.exponential_734	949643	950332	+	690	TTS	1	b0901	0	0
TU_Ju_31308523_LB.exponential_735	949997	950332	+	336	TTS	0		0	0
TU_Ju_31308523_LB.exponential_736	950297	951155	-	859	TTS	1	b0902	0	0
TU_Ju_31308523_LB.exponential_737	951203	952126	-	924	TTS	0		0	0
TU_Ju_31308523_LB.exponential_738	951203	954492	-	3290	TTS	2	b0904,b0903	0	0
TU_Ju_31308523_LB.exponential_739	951203	954503	-	3301	TTS	2	b0904,b0903	0	0
TU_Ju_31308523_LB.exponential_740	954793	956188	-	1396	TTS	0		0	0
TU_Ju_31308523_LB.exponential_741	954793	956657	-	1865	TTS	1	b0905	0	0
TU_Ju_31308523_LB.exponential_742	956735	958786	+	2052	TTS	2	b0906,b0907	0	0
TU_Ju_31308523_LB.exponential_743	957568	958786	+	1219	TTS	1	b0907	0	0
TU_Ju_31308523_LB.exponential_744	957568	960164	+	2597	TTS	2	b0907,b0908	0	0
TU_Ju_31308523_LB.exponential_745	957578	958786	+	1209	TTS	1	b0907	0	0
TU_Ju_31308523_LB.exponential_746	957578	960164	+	2587	TTS	2	b0907,b0908	0	0
TU_Ju_31308523_LB.exponential_747	960205	961070	+	866	TTS	1	b0909	0	0
TU_Ju_31308523_LB.exponential_748	961162	963776	+	2615	TTS	2	b0910,b0911	0	0
TU_Ju_31308523_LB.exponential_749	961162	964164	+	3003	TTS	3	b0910,b0911,b0912	0	0
TU_Ju_31308523_LB.exponential_750	961717	963776	+	2060	TTS	1	b0911	0	0
TU_Ju_31308523_LB.exponential_751	961717	964164	+	2448	TTS	2	b0911,b0912	0	0
TU_Ju_31308523_LB.exponential_752	961861	963776	+	1916	TTS	1	b0911	0	0
TU_Ju_31308523_LB.exponential_753	961861	964164	+	2304	TTS	2	b0911,b0912	0	0
TU_Ju_31308523_LB.exponential_754	963750	964164	+	415	TTS	1	b0912	0	0
TU_Ju_31308523_LB.exponential_755	966593	969406	+	2814	TTS	2	b0914,b0915	0	0
TU_Ju_31308523_LB.exponential_756	970643	971644	+	1002	TTS	2	b0917,b0918	0	0
TU_Ju_31308523_LB.exponential_757	972496	973439	-	944	TTS	1	b0920	0	0
TU_Ju_31308523_LB.exponential_758	972496	973479	-	984	TTS	1	b0920	0	0
TU_Ju_31308523_LB.exponential_759	973497	980816	+	7320	TTS	4	b0921,b0922,b0923,b0924	0	0
TU_Ju_31308523_LB.exponential_760	973895	980816	+	6922	TTS	3	b0922,b0923,b0924	0	0
TU_Ju_31308523_LB.exponential_761	978538	980816	+	2279	TTS	0		0	0
TU_Ju_31308523_LB.exponential_762	979939	980816	+	878	TTS	0		0	0
TU_Ju_31308523_LB.exponential_763	980275	980816	+	542	TTS	0		0	0
TU_Ju_31308523_LB.exponential_764	982931	984506	+	1576	TTS	2	b0926,b0927	0	0
TU_Ju_31308523_LB.exponential_765	983022	984506	+	1485	TTS	2	b0926,b0927	0	0
TU_Ju_31308523_LB.exponential_766	983574	984506	+	933	TTS	1	b0927	0	0
TU_Ju_31308523_LB.exponential_767	984355	985744	-	1390	TTS	1	b0928	0	0
TU_Ju_31308523_LB.exponential_768	984355	987092	-	2738	TTS	2	b0929,b0928	0	0
TU_Ju_31308523_LB.exponential_769	984478	985744	-	1267	TTS	1	b0928	0	0
TU_Ju_31308523_LB.exponential_770	984478	987092	-	2615	TTS	2	b0929,b0928	0	0
TU_Ju_31308523_LB.exponential_771	985839	987092	-	1254	TTS	1	b0929	0	0
TU_Ju_31308523_LB.exponential_772	987544	988165	-	622	TTS	0		0	0
TU_Ju_31308523_LB.exponential_773	987544	989044	-	1501	TTS	1	b0930	0	0
TU_Ju_31308523_LB.exponential_774	987544	989143	-	1600	TTS	1	b0930	0	0
TU_Ju_31308523_LB.exponential_775	987544	990414	-	2871	TTS	2	b0931,b0930	0	0
TU_Ju_31308523_LB.exponential_776	989120	990414	-	1295	TTS	1	b0931	0	0
TU_Ju_31308523_LB.exponential_777	989120	990447	-	1328	TTS	1	b0931	0	0
TU_Ju_31308523_LB.exponential_778	989120	990502	-	1383	TTS	1	b0931	0	0
TU_Ju_31308523_LB.exponential_779	990514	993275	+	2762	TTS	1	b0932	0	0
TU_Ju_31308523_LB.exponential_780	990590	993275	+	2686	TTS	1	b0932	0	0
TU_Ju_31308523_LB.exponential_781	997815	998465	+	651	TTS	1	b0938	0	0
TU_Ju_31308523_LB.exponential_782	1010923	1015514	+	4592	TTS	3	b0950,b0951,b0952	0	0
TU_Ju_31308523_LB.exponential_783	1011391	1015514	+	4124	TTS	3	b0950,b0951,b0952	0	0
TU_Ju_31308523_LB.exponential_784	1014973	1015514	+	542	TTS	0		0	0
TU_Ju_31308523_LB.exponential_785	1015649	1015926	+	278	TTS	1	b0953	0	0
TU_Ju_31308523_LB.exponential_786	1015896	1016497	-	602	TTS	1	b0954	0	0
TU_Ju_31308523_LB.exponential_787	1015896	1017349	-	1454	TTS	1	b0954	0	0
TU_Ju_31308523_LB.exponential_788	1015896	1018327	-	2432	TTS	2	b0955,b0954	0	0
TU_Ju_31308523_LB.exponential_789	1015896	1018343	-	2448	TTS	2	b0955,b0954	0	0
TU_Ju_31308523_LB.exponential_790	1015896	1020186	-	4291	TTS	3	b0957,b0955,b0954	0	0
TU_Ju_31308523_LB.exponential_791	1017843	1018998	+	1156	TTS	1	b0956	0	0
TU_Ju_31308523_LB.exponential_792	1018458	1018998	+	541	TTS	1	b0956	0	0
TU_Ju_31308523_LB.exponential_793	1018970	1020186	-	1217	TTS	1	b0957	0	0
TU_Ju_31308523_LB.exponential_794	1018970	1020661	-	1692	TTS	1	b0957	0	0
TU_Ju_31308523_LB.exponential_795	1018970	1020949	-	1980	TTS	2	b0958,b0957	0	0
TU_Ju_31308523_LB.exponential_796	1021082	1021947	+	866	TTS	1	b0959	0	0
TU_Ju_31308523_LB.exponential_797	1024442	1026554	+	2113	TTS	1	b0962	0	0
TU_Ju_31308523_LB.exponential_798	1026524	1027038	-	515	TTS	1	b0963	0	0
TU_Ju_31308523_LB.exponential_799	1027747	1028396	+	650	TTS	1	b0965	0	0
TU_Ju_31308523_LB.exponential_800	1027747	1028475	+	729	TTS	1	b0965	0	0
TU_Ju_31308523_LB.exponential_801	1027882	1028396	+	515	TTS	1	b0965	0	0
TU_Ju_31308523_LB.exponential_802	1027882	1028475	+	594	TTS	1	b0965	0	0
TU_Ju_31308523_LB.exponential_803	1027928	1028396	+	469	TTS	1	b0965	0	0
TU_Ju_31308523_LB.exponential_804	1027928	1028475	+	548	TTS	1	b0965	0	0
TU_Ju_31308523_LB.exponential_805	1028357	1028743	-	387	TTS	1	b0966	0	0
TU_Ju_31308523_LB.exponential_806	1028357	1028867	-	511	TTS	1	b0966	0	0
TU_Ju_31308523_LB.exponential_807	1028357	1029997	-	1641	TTS	2	b0967,b0966	0	0
TU_Ju_31308523_LB.exponential_808	1029752	1030613	+	862	TTS	1	b0968	0	0
TU_Ju_31308523_LB.exponential_809	1029961	1030613	+	653	TTS	1	b0968	0	0
TU_Ju_31308523_LB.exponential_810	1030252	1031446	-	1195	TTS	2	b0970,b0969	0	0
TU_Ju_31308523_LB.exponential_811	1030252	1031717	-	1466	TTS	3	b0971,b0970,b0969	0	0
TU_Ju_31308523_LB.exponential_812	1030711	1031446	-	736	TTS	1	b0970	0	0
TU_Ju_31308523_LB.exponential_813	1030711	1031478	-	768	TTS	1	b0970	0	0
TU_Ju_31308523_LB.exponential_814	1030711	1031717	-	1007	TTS	2	b0971,b0970	0	0
TU_Ju_31308523_LB.exponential_815	1041920	1042506	-	587	TTS	0		0	0
TU_Ju_31308523_LB.exponential_816	1041920	1042624	-	705	TTS	0		0	0
TU_Ju_31308523_LB.exponential_817	1051945	1052277	+	333	TTS	1	b4517	0	0
TU_Ju_31308523_LB.exponential_818	1051994	1052277	+	284	TTS	1	b4517	0	0
TU_Ju_31308523_LB.exponential_819	1062452	1063834	-	1383	TTS	2	b1000,b0999	0	0
TU_Ju_31308523_LB.exponential_820	1062452	1064037	-	1586	TTS	2	b1000,b0999	0	0
TU_Ju_31308523_LB.exponential_821	1065558	1066859	+	1302	TTS	1	b1002	0	0
TU_Ju_31308523_LB.exponential_822	1066828	1067758	-	931	TTS	2	b1004,b1003	0	0
TU_Ju_31308523_LB.exponential_823	1066828	1067983	-	1156	TTS	2	b1004,b1003	0	0
TU_Ju_31308523_LB.exponential_824	1067860	1068507	+	648	TTS	2	b1005,b4518	0	0
TU_Ju_31308523_LB.exponential_825	1067914	1068507	+	594	TTS	2	b1005,b4518	0	0
TU_Ju_31308523_LB.exponential_826	1068000	1068507	+	508	TTS	1	b4518	0	0
TU_Ju_31308523_LB.exponential_827	1068416	1068909	-	494	TTS	0		0	0
TU_Ju_31308523_LB.exponential_828	1068416	1069620	-	1205	TTS	0		0	0
TU_Ju_31308523_LB.exponential_829	1068416	1069796	-	1381	TTS	0		0	0
TU_Ju_31308523_LB.exponential_830	1068416	1070435	-	2020	TTS	2	b1007,b1006	0	0
TU_Ju_31308523_LB.exponential_831	1074096	1074916	+	821	TTS	1	b1013	0	0
TU_Ju_31308523_LB.exponential_832	1074113	1074916	+	804	TTS	1	b1013	0	0
TU_Ju_31308523_LB.exponential_833	1074124	1074916	+	793	TTS	1	b1013	0	0
TU_Ju_31308523_LB.exponential_834	1074219	1074916	+	698	TTS	1	b1013	0	0
TU_Ju_31308523_LB.exponential_835	1074658	1078922	-	4265	TTS	1	b1014	0	0
TU_Ju_31308523_LB.exponential_836	1074879	1075642	-	764	TTS	0		0	0
TU_Ju_31308523_LB.exponential_837	1074879	1075660	-	782	TTS	0		0	0
TU_Ju_31308523_LB.exponential_838	1074879	1078922	-	4044	TTS	1	b1014	0	0
TU_Ju_31308523_LB.exponential_839	1079082	1080940	+	1859	TTS	2	b4737,b1015	0	0
TU_Ju_31308523_LB.exponential_840	1079168	1080940	+	1773	TTS	1	b1015	0	0
TU_Ju_31308523_LB.exponential_841	1084941	1086097	+	1157	TTS	1	b1020	0	0
TU_Ju_31308523_LB.exponential_842	1097778	1100845	+	3068	TTS	4	b1033,b1034,b1035,b1036	0	0
TU_Ju_31308523_LB.exponential_843	1097825	1100845	+	3021	TTS	4	b1033,b1034,b1035,b1036	0	0
TU_Ju_31308523_LB.exponential_844	1098857	1100845	+	1989	TTS	3	b1034,b1035,b1036	0	0
TU_Ju_31308523_LB.exponential_845	1100295	1100845	+	551	TTS	1	b1036	0	0
TU_Ju_31308523_LB.exponential_846	1100774	1101268	-	495	TTS	0		0	0
TU_Ju_31308523_LB.exponential_847	1100774	1101533	-	760	TTS	0		0	0
TU_Ju_31308523_LB.exponential_848	1104235	1104947	+	713	TTS	1	b1042	0	0
TU_Ju_31308523_LB.exponential_849	1107696	1109123	-	1428	TTS	1	b1047	0	0
TU_Ju_31308523_LB.exponential_850	1109276	1113561	+	4286	TTS	2	b1048,b1049	0	0
TU_Ju_31308523_LB.exponential_851	1113530	1114212	-	683	TTS	1	b1051	0	0
TU_Ju_31308523_LB.exponential_852	1113530	1115544	-	2015	TTS	3	b1053,b1052,b1051	0	0
TU_Ju_31308523_LB.exponential_853	1113530	1116615	-	3086	TTS	4	b1054,b1053,b1052,b1051	0	0
TU_Ju_31308523_LB.exponential_854	1113530	1120609	-	7080	TTS	8	b1059,b1058,b1057,b1056,b1054,b1053,b1052,b1051	0	0
TU_Ju_31308523_LB.exponential_855	1113530	1121019	-	7490	TTS	9	b1060,b1059,b1058,b1057,b1056,b1054,b1053,b1052,b1051	0	0
TU_Ju_31308523_LB.exponential_856	1113530	1121029	-	7500	TTS	9	b1060,b1059,b1058,b1057,b1056,b1054,b1053,b1052,b1051	0	0
TU_Ju_31308523_LB.exponential_857	1113530	1121508	-	7979	TTS	10	b1061,b1060,b1059,b1058,b1057,b1056,b1054,b1053,b1052,b1051	0	0
TU_Ju_31308523_LB.exponential_858	1113530	1122643	-	9114	TTS	11	b1062,b1061,b1060,b1059,b1058,b1057,b1056,b1054,b1053,b1052,b1051	0	0
TU_Ju_31308523_LB.exponential_859	1113530	1123297	-	9768	TTS	12	b1063,b1062,b1061,b1060,b1059,b1058,b1057,b1056,b1054,b1053,b1052,b1051	0	0
TU_Ju_31308523_LB.exponential_860	1115620	1116615	-	996	TTS	1	b1054	0	0
TU_Ju_31308523_LB.exponential_861	1115620	1116656	-	1037	TTS	1	b1054	0	0
TU_Ju_31308523_LB.exponential_862	1115620	1116706	-	1087	TTS	1	b1054	0	0
TU_Ju_31308523_LB.exponential_863	1115620	1120609	-	4990	TTS	5	b1059,b1058,b1057,b1056,b1054	0	0
TU_Ju_31308523_LB.exponential_864	1115620	1121019	-	5400	TTS	6	b1060,b1059,b1058,b1057,b1056,b1054	0	0
TU_Ju_31308523_LB.exponential_865	1115620	1121029	-	5410	TTS	6	b1060,b1059,b1058,b1057,b1056,b1054	0	0
TU_Ju_31308523_LB.exponential_866	1115620	1121508	-	5889	TTS	7	b1061,b1060,b1059,b1058,b1057,b1056,b1054	0	0
TU_Ju_31308523_LB.exponential_867	1115620	1122643	-	7024	TTS	8	b1062,b1061,b1060,b1059,b1058,b1057,b1056,b1054	0	0
TU_Ju_31308523_LB.exponential_868	1115620	1123297	-	7678	TTS	9	b1063,b1062,b1061,b1060,b1059,b1058,b1057,b1056,b1054	0	0
TU_Ju_31308523_LB.exponential_869	1116735	1117893	+	1159	TTS	1	b1055	0	0
TU_Ju_31308523_LB.exponential_870	1116770	1117893	+	1124	TTS	1	b1055	0	0
TU_Ju_31308523_LB.exponential_871	1116926	1117893	+	968	TTS	0		0	0
TU_Ju_31308523_LB.exponential_872	1117862	1118573	-	712	TTS	1	b1056	0	0
TU_Ju_31308523_LB.exponential_873	1117862	1119074	-	1213	TTS	2	b1057,b1056	0	0
TU_Ju_31308523_LB.exponential_874	1117862	1120609	-	2748	TTS	4	b1059,b1058,b1057,b1056	0	0
TU_Ju_31308523_LB.exponential_875	1117862	1121019	-	3158	TTS	5	b1060,b1059,b1058,b1057,b1056	0	0
TU_Ju_31308523_LB.exponential_876	1117862	1121029	-	3168	TTS	5	b1060,b1059,b1058,b1057,b1056	0	0
TU_Ju_31308523_LB.exponential_877	1117862	1121508	-	3647	TTS	6	b1061,b1060,b1059,b1058,b1057,b1056	0	0
TU_Ju_31308523_LB.exponential_878	1117862	1122643	-	4782	TTS	7	b1062,b1061,b1060,b1059,b1058,b1057,b1056	0	0
TU_Ju_31308523_LB.exponential_879	1117862	1123297	-	5436	TTS	8	b1063,b1062,b1061,b1060,b1059,b1058,b1057,b1056	0	0
TU_Ju_31308523_LB.exponential_880	1119432	1120609	-	1178	TTS	1	b1059	0	0
TU_Ju_31308523_LB.exponential_881	1119432	1121019	-	1588	TTS	2	b1060,b1059	0	0
TU_Ju_31308523_LB.exponential_882	1119432	1121029	-	1598	TTS	2	b1060,b1059	0	0
TU_Ju_31308523_LB.exponential_883	1119432	1121508	-	2077	TTS	3	b1061,b1060,b1059	0	0
TU_Ju_31308523_LB.exponential_884	1119432	1122643	-	3212	TTS	4	b1062,b1061,b1060,b1059	0	0
TU_Ju_31308523_LB.exponential_885	1119432	1123297	-	3866	TTS	5	b1063,b1062,b1061,b1060,b1059	0	0
TU_Ju_31308523_LB.exponential_886	1120653	1121019	-	367	TTS	1	b1060	0	0
TU_Ju_31308523_LB.exponential_887	1120653	1121029	-	377	TTS	1	b1060	0	0
TU_Ju_31308523_LB.exponential_888	1120653	1121508	-	856	TTS	2	b1061,b1060	0	0
TU_Ju_31308523_LB.exponential_889	1120653	1122643	-	1991	TTS	3	b1062,b1061,b1060	0	0
TU_Ju_31308523_LB.exponential_890	1120653	1123297	-	2645	TTS	4	b1063,b1062,b1061,b1060	0	0
TU_Ju_31308523_LB.exponential_891	1121201	1121508	-	308	TTS	1	b1061	0	0
TU_Ju_31308523_LB.exponential_892	1121201	1122643	-	1443	TTS	2	b1062,b1061	0	0
TU_Ju_31308523_LB.exponential_893	1121201	1123297	-	2097	TTS	3	b1063,b1062,b1061	0	0
TU_Ju_31308523_LB.exponential_894	1122684	1123297	-	614	TTS	1	b1063	0	0
TU_Ju_31308523_LB.exponential_895	1122684	1124081	-	1398	TTS	2	b1064,b1063	0	0
TU_Ju_31308523_LB.exponential_896	1123361	1124081	-	721	TTS	1	b1064	0	0
TU_Ju_31308523_LB.exponential_897	1125466	1129410	+	3945	TTS	4	b1066,b1067,b1068,b1069	0	0
TU_Ju_31308523_LB.exponential_898	1125521	1129410	+	3890	TTS	4	b1066,b1067,b1068,b1069	0	0
TU_Ju_31308523_LB.exponential_899	1127782	1129410	+	1629	TTS	1	b1069	0	0
TU_Ju_31308523_LB.exponential_900	1129377	1130885	-	1509	TTS	3	b1072,b1071,b1070	0	0
TU_Ju_31308523_LB.exponential_901	1141135	1144728	-	3594	TTS	1	b1084	0	0
TU_Ju_31308523_LB.exponential_902	1141135	1144762	-	3628	TTS	1	b1084	0	0
TU_Ju_31308523_LB.exponential_903	1141135	1144877	-	3743	TTS	1	b1084	0	0
TU_Ju_31308523_LB.exponential_904	1144939	1146009	+	1071	TTS	1	b1086	0	0
TU_Ju_31308523_LB.exponential_905	1145926	1146625	-	700	TTS	1	b1087	0	0
TU_Ju_31308523_LB.exponential_906	1145926	1146701	-	776	TTS	1	b1087	0	0
TU_Ju_31308523_LB.exponential_907	1146589	1147707	+	1119	TTS	3	b4418,b1088,b1089	0	0
TU_Ju_31308523_LB.exponential_908	1146648	1147707	+	1060	TTS	2	b1088,b1089	0	0
TU_Ju_31308523_LB.exponential_909	1146791	1147707	+	917	TTS	2	b1088,b1089	0	0
TU_Ju_31308523_LB.exponential_910	1146791	1151890	+	5100	TTS	7	b1088,b1089,b1090,b1091,b1092,b1093,b1094	0	0
TU_Ju_31308523_LB.exponential_911	1146791	1153227	+	6437	TTS	8	b1088,b1089,b1090,b1091,b1092,b1093,b1094,b1095	0	0
TU_Ju_31308523_LB.exponential_912	1148271	1151890	+	3620	TTS	4	b1091,b1092,b1093,b1094	0	0
TU_Ju_31308523_LB.exponential_913	1148271	1153227	+	4957	TTS	5	b1091,b1092,b1093,b1094,b1095	0	0
TU_Ju_31308523_LB.exponential_914	1148389	1151890	+	3502	TTS	4	b1091,b1092,b1093,b1094	0	0
TU_Ju_31308523_LB.exponential_915	1148389	1153227	+	4839	TTS	5	b1091,b1092,b1093,b1094,b1095	0	0
TU_Ju_31308523_LB.exponential_916	1148515	1151890	+	3376	TTS	4	b1091,b1092,b1093,b1094	0	0
TU_Ju_31308523_LB.exponential_917	1148515	1153227	+	4713	TTS	5	b1091,b1092,b1093,b1094,b1095	0	0
TU_Ju_31308523_LB.exponential_918	1150924	1151890	+	967	TTS	1	b1094	0	0
TU_Ju_31308523_LB.exponential_919	1150924	1153227	+	2304	TTS	2	b1094,b1095	0	0
TU_Ju_31308523_LB.exponential_920	1150933	1151890	+	958	TTS	1	b1094	0	0
TU_Ju_31308523_LB.exponential_921	1150933	1153227	+	2295	TTS	2	b1094,b1095	0	0
TU_Ju_31308523_LB.exponential_922	1151052	1151890	+	839	TTS	1	b1094	0	0
TU_Ju_31308523_LB.exponential_923	1151052	1153227	+	2176	TTS	2	b1094,b1095	0	0
TU_Ju_31308523_LB.exponential_924	1151511	1151890	+	380	TTS	1	b1094	0	0
TU_Ju_31308523_LB.exponential_925	1151511	1153227	+	1717	TTS	2	b1094,b1095	0	0
TU_Ju_31308523_LB.exponential_926	1151575	1151890	+	316	TTS	1	b1094	0	0
TU_Ju_31308523_LB.exponential_927	1151575	1153227	+	1653	TTS	2	b1094,b1095	0	0
TU_Ju_31308523_LB.exponential_928	1151575	1157649	+	6075	TTS	7	b1094,b1095,b1096,b1097,b1098,b1099,b1100	0	0
TU_Ju_31308523_LB.exponential_929	1151575	1159351	+	7777	TTS	8	b1094,b1095,b1096,b1097,b1098,b1099,b1100,b1101	0	0
TU_Ju_31308523_LB.exponential_930	1153280	1157649	+	4370	TTS	5	b1096,b1097,b1098,b1099,b1100	0	0
TU_Ju_31308523_LB.exponential_931	1153280	1159351	+	6072	TTS	6	b1096,b1097,b1098,b1099,b1100,b1101	0	0
