id	start	stop	strand	length	term_type	gene_number	genes	pseudo	phantom
TU_Yan_30201986_M9_330	578267	578921	-	655	long	1	b0557	0	0
TU_Yan_30201986_M9_331	584198	585664	-	1467	long	1	b0565	0	0
TU_Yan_30201986_M9_332	584630	585664	-	1035	TTS	1	b0565	0	0
TU_Yan_30201986_M9_333	587755	591260	-	3506	long	1	b0568	0	0
TU_Yan_30201986_M9_334	595573	597731	+	2159	long	2	b0572,b0573	0	0
TU_Yan_30201986_M9_335	601929	603384	+	1456	long	1	b0576	0	0
TU_Yan_30201986_M9_336	602932	604683	-	1752	long	1	b0577	0	0
TU_Yan_30201986_M9_337	603051	605453	-	2403	long	2	b0578,b0577	0	0
TU_Yan_30201986_M9_338	604470	605912	-	1443	long	2	b0579,b0578	0	0
TU_Yan_30201986_M9_339	604739	605453	-	715	TTS	1	b0578	0	0
TU_Yan_30201986_M9_340	608769	612639	-	3871	long	2	b0584,b0583	0	0
TU_Yan_30201986_M9_341	608997	612668	-	3672	long	2	b0584,b0583	0	0
TU_Yan_30201986_M9_342	610134	612639	-	2506	TTS	1	b0584	0	0
TU_Yan_30201986_M9_343	612687	615192	+	2506	long	2	b0585,b4511	0	0
TU_Yan_30201986_M9_344	620007	622234	-	2228	long	2	b0590,b0589	0	0
TU_Yan_30201986_M9_345	622258	624151	+	1894	long	1	b0591	0	0
TU_Yan_30201986_M9_346	623266	624727	-	1462	long	1	b0592	0	0
TU_Yan_30201986_M9_347	624830	629573	+	4744	long	4	b0593,b0594,b0595,b0596	0	0
TU_Yan_30201986_M9_348	624871	629049	+	4179	long	3	b0593,b0594,b0595	0	0
TU_Yan_30201986_M9_349	629847	632373	+	2527	long	1	b0598	0	0
TU_Yan_30201986_M9_350	629857	632452	+	2596	long	2	b0598,b4512	0	0
TU_Yan_30201986_M9_351	631793	632787	+	995	long	1	b4512	0	0
TU_Yan_30201986_M9_352	631977	633523	-	1547	long	1	b0599	0	0
TU_Yan_30201986_M9_353	633556	634976	+	1421	long	1	b0600	0	0
TU_Yan_30201986_M9_354	638628	639671	+	1044	long	1	b0605	0	0
TU_Yan_30201986_M9_355	638692	639670	+	979	TTS	1	b0605	0	0
TU_Yan_30201986_M9_356	638692	640571	+	1880	long	1	b0605	0	0
TU_Yan_30201986_M9_357	638860	639677	+	818	long	1	b0605	0	0
TU_Yan_30201986_M9_358	638880	639668	+	789	TTS	1	b0605	0	0
TU_Yan_30201986_M9_359	638880	639683	+	804	long	1	b0605	0	0
TU_Yan_30201986_M9_360	638920	639670	+	751	TTS	1	b0605	0	0
TU_Yan_30201986_M9_361	638920	640045	+	1126	long	1	b0605	0	0
TU_Yan_30201986_M9_362	643496	645034	-	1539	long	2	b0611,b0610	0	0
TU_Yan_30201986_M9_363	644017	645034	-	1018	TTS	1	b0611	0	0
TU_Yan_30201986_M9_364	652598	654753	+	2156	long	1	b0620	0	0
TU_Yan_30201986_M9_365	657249	657549	+	301	TTS	2	b0623,ECK125289060	0	0
TU_Yan_30201986_M9_366	657249	657549	+	301	long	2	b0623,ECK125289060	0	0
TU_Yan_30201986_M9_367	659076	660301	-	1226	long	1	b0628	0	0
TU_Yan_30201986_M9_368	659188	660301	-	1114	TTS	1	b0628	0	0
TU_Yan_30201986_M9_369	660752	664001	-	3250	long	3	b0632,b0631,b0630	0	0
TU_Yan_30201986_M9_370	661516	662309	-	794	long	1	b0630	0	0
TU_Yan_30201986_M9_371	661597	662706	-	1110	long	2	b0631,b0630	0	0
TU_Yan_30201986_M9_372	662337	665332	-	2996	long	3	b0633,b0632,b0631	0	0
TU_Yan_30201986_M9_373	662669	664001	-	1333	TTS	1	b0632	0	0
TU_Yan_30201986_M9_374	665461	669070	-	3610	long	3	b0637,b0636,b0635	0	0
TU_Yan_30201986_M9_375	666801	669223	-	2423	long	2	b0637,b0636	0	0
TU_Yan_30201986_M9_376	667790	669135	-	1346	long	2	b0637,b0636	0	0
TU_Yan_30201986_M9_377	669361	670902	-	1542	long	1	b0639	0	0
TU_Yan_30201986_M9_378	670461	674922	-	4462	long	3	b0642,b0641,b0640	0	0
TU_Yan_30201986_M9_379	670657	674845	-	4189	long	2	b0642,b0641	0	0
TU_Yan_30201986_M9_380	670670	672972	-	2303	long	1	b0641	0	0
TU_Yan_30201986_M9_381	682310	684438	-	2129	long	1	b0651	0	0
TU_Yan_30201986_M9_382	684445	687820	-	3376	long	5	b0655,b4763,b0654,b0653,b0652	0	0
TU_Yan_30201986_M9_383	685158	689004	-	3847	long	5	b0656,b0655,b4763,b0654,b0653	0	0
TU_Yan_30201986_M9_384	689231	693429	-	4199	long	4	b0660,b0659,b0658,b0657	0	0
TU_Yan_30201986_M9_385	689297	691882	-	2586	long	2	b0658,b0657	0	0
TU_Yan_30201986_M9_386	689753	692288	-	2536	long	1	b0658	0	0
TU_Yan_30201986_M9_387	691387	694990	-	3604	long	3	b0661,b0660,b0659	0	0
TU_Yan_30201986_M9_388	691390	693469	-	2080	long	2	b0660,b0659	0	0
TU_Yan_30201986_M9_389	693438	695020	-	1583	long	1	b0661	0	0
TU_Yan_30201986_M9_390	695076	697265	+	2190	long	1	b0662	0	0
TU_Yan_30201986_M9_391	696840	699222	-	2383	long	4	b0674,b0673,b0672,b0670	0	0
TU_Yan_30201986_M9_392	699327	700354	-	1028	long	1	b0675	0	0
TU_Yan_30201986_M9_393	699485	701865	-	2381	long	2	b0676,b0675	0	0
TU_Yan_30201986_M9_394	699630	703054	-	3425	long	2	b0677,b0676	0	0
TU_Yan_30201986_M9_395	699645	703706	-	4062	long	3	b0678,b0677,b0676	0	0
TU_Yan_30201986_M9_396	703640	705972	+	2333	long	1	b0679	0	0
TU_Yan_30201986_M9_397	703839	705972	+	2134	long	1	b0679	0	0
TU_Yan_30201986_M9_398	703899	705970	+	2072	long	1	b0679	0	0
TU_Yan_30201986_M9_399	706062	707981	+	1920	TTS	1	b0680	0	0
TU_Yan_30201986_M9_400	706062	708166	+	2105	long	1	b0680	0	0
TU_Yan_30201986_M9_401	709931	710722	-	792	long	1	b0683	0	0
TU_Yan_30201986_M9_402	710018	711521	-	1504	long	3	b0684,b4637,b0683	0	0
TU_Yan_30201986_M9_403	710135	710828	-	694	long	2	b4637,b0683	0	0
TU_Yan_30201986_M9_404	710156	711951	-	1796	long	4	b0685,b0684,b4637,b0683	0	0
TU_Yan_30201986_M9_405	710696	712843	-	2148	long	3	b0686,b0685,b0684	0	0
TU_Yan_30201986_M9_406	712850	716072	+	3223	long	3	b0687,b0688,b0689	0	0
TU_Yan_30201986_M9_407	712946	715445	+	2500	long	2	b0687,b0688	0	0
TU_Yan_30201986_M9_408	721028	724410	-	3383	long	1	b0694	0	0
TU_Yan_30201986_M9_409	721178	724489	-	3312	long	1	b0695	0	0
TU_Yan_30201986_M9_410	740924	742669	-	1746	long	1	b0709	0	0
TU_Yan_30201986_M9_411	742628	746915	+	4288	long	5	b0710,b0711,b0712,b0713,b0714	0	0
TU_Yan_30201986_M9_412	742646	745959	+	3314	long	4	b0710,b0711,b0712,b0713	0	0
TU_Yan_30201986_M9_413	742797	747131	+	4335	long	5	b0710,b0711,b0712,b0713,b0714	0	0
TU_Yan_30201986_M9_414	746669	747803	-	1135	long	1	b0715	0	0
TU_Yan_30201986_M9_415	752687	754775	-	2089	long	2	b4768,b0720	0	0
TU_Yan_30201986_M9_416	752953	754683	-	1731	long	1	b0720	0	0
TU_Yan_30201986_M9_417	753101	754719	-	1619	long	2	b4768,b0720	0	0
TU_Yan_30201986_M9_418	753101	754795	-	1695	long	3	b4735,b4768,b0720	0	0
TU_Yan_30201986_M9_419	753128	754683	-	1556	TTS	1	b0720	0	0
TU_Yan_30201986_M9_420	754954	758562	+	3609	long	4	b0721,b0722,b0723,b0724	0	0
TU_Yan_30201986_M9_421	761183	765148	+	3966	long	3	b0727,b0728,b0729	0	0
TU_Yan_30201986_M9_422	771169	774653	+	3485	long	4	b0733,b0734,b4515,b0735	0	0
TU_Yan_30201986_M9_423	771203	774656	+	3454	long	4	b0733,b0734,b4515,b0735	0	0
TU_Yan_30201986_M9_424	771285	774719	+	3435	long	4	b0733,b0734,b4515,b0735	0	0
TU_Yan_30201986_M9_425	771318	774656	+	3339	long	4	b0733,b0734,b4515,b0735	0	0
TU_Yan_30201986_M9_426	771368	774768	+	3401	long	4	b0733,b0734,b4515,b0735	0	0
TU_Yan_30201986_M9_427	774710	777796	+	3087	long	4	b0736,b0737,b0738,b0739	0	0
TU_Yan_30201986_M9_428	777328	781515	+	4188	long	9	b0740,b0741,b0742,b0743,b0744,b0745,b0746,b0747,b0748	0	0
TU_Yan_30201986_M9_429	777393	781430	+	4038	long	8	b0740,b0741,b0742,b0743,b0744,b0745,b0746,b0747	0	0
TU_Yan_30201986_M9_430	777472	780752	+	3281	long	4	b0740,b0741,b0742,b0743	0	0
TU_Yan_30201986_M9_431	777537	781221	+	3685	long	7	b0740,b0741,b0742,b0743,b0744,b0745,b0746	0	0
TU_Yan_30201986_M9_432	777700	781262	+	3563	long	8	b0740,b0741,b0742,b0743,b0744,b0745,b0746,b0747	0	0
TU_Yan_30201986_M9_433	777712	780905	+	3194	long	5	b0740,b0741,b0742,b0743,b0744	0	0
TU_Yan_30201986_M9_434	778130	781685	+	3556	long	9	b0741,b0742,b0743,b0744,b0745,b0746,b0747,b0748,b0749	0	0
TU_Yan_30201986_M9_435	778917	781146	+	2230	long	6	b0741,b0742,b0743,b0744,b0745,b0746	0	0
TU_Yan_30201986_M9_436	778953	780843	+	1891	long	4	b0741,b0742,b0743,b0744	0	0
TU_Yan_30201986_M9_437	780511	781797	+	1287	long	7	b0743,b0744,b0745,b0746,b0747,b0748,b0749	0	0
TU_Yan_30201986_M9_438	782002	784184	+	2183	TTS	2	b0750,b0751	0	0
TU_Yan_30201986_M9_439	782002	784384	+	2383	long	2	b0750,b0751	0	0
TU_Yan_30201986_M9_440	783124	784712	+	1589	long	1	b0751	0	0
TU_Yan_30201986_M9_441	783177	784847	-	1671	long	1	b0752	0	0
TU_Yan_30201986_M9_442	785591	786824	+	1234	TTS	1	b0754	0	0
TU_Yan_30201986_M9_443	785591	786930	+	1340	long	1	b0754	0	0
TU_Yan_30201986_M9_444	786494	787632	-	1139	long	1	b0755	0	0
TU_Yan_30201986_M9_445	786667	787670	-	1004	long	1	b0755	0	0
TU_Yan_30201986_M9_446	786789	787632	-	844	TTS	1	b0755	0	0
TU_Yan_30201986_M9_447	786789	787670	-	882	TTS	1	b0755	0	0
TU_Yan_30201986_M9_448	786789	789010	-	2222	long	2	b0756,b0755	0	0
TU_Yan_30201986_M9_449	788245	792086	-	3842	long	3	b0759,b0758,b0757	0	0
TU_Yan_30201986_M9_450	792157	793814	-	1658	long	1	b0760	0	0
TU_Yan_30201986_M9_451	792369	794662	-	2294	long	1	b0761	0	0
TU_Yan_30201986_M9_452	794750	795818	+	1069	long	1	b0762	0	0
TU_Yan_30201986_M9_453	795061	795995	+	935	TTS	1	b0763	0	0
TU_Yan_30201986_M9_454	795061	799343	+	4283	long	3	b0763,b0764,b0765	0	0
TU_Yan_30201986_M9_455	795591	797947	+	2357	long	2	b0764,b0765	0	0
TU_Yan_30201986_M9_456	795813	797894	+	2082	long	2	b0764,b0765	0	0
TU_Yan_30201986_M9_457	797456	798466	-	1011	long	1	b0766	0	0
TU_Yan_30201986_M9_458	798282	799861	+	1580	long	1	b0767	0	0
TU_Yan_30201986_M9_459	798554	799744	+	1191	long	1	b0767	0	0
TU_Yan_30201986_M9_460	805295	807323	-	2029	long	1	b0772	0	0
TU_Yan_30201986_M9_461	805800	807323	-	1524	TTS	1	b0772	0	0
TU_Yan_30201986_M9_462	805800	809289	-	3490	long	3	b0774,b0773,b0772	0	0
TU_Yan_30201986_M9_463	807395	809289	-	1895	TTS	2	b0774,b0773	0	0
TU_Yan_30201986_M9_464	809301	813410	+	4110	long	4	b0775,b0776,b0777,b0778	0	0
TU_Yan_30201986_M9_465	813495	815795	+	2301	long	1	b0779	0	0
TU_Yan_30201986_M9_466	815562	816671	-	1110	long	1	b0780	0	0
TU_Yan_30201986_M9_467	816913	819841	+	2929	long	5	b0781,b0782,b0783,b0784,b0785	0	0
TU_Yan_30201986_M9_468	819857	820631	+	775	TTS	1	b0786	0	0
TU_Yan_30201986_M9_469	819857	820747	+	891	long	1	b0786	0	0
TU_Yan_30201986_M9_470	827236	830670	-	3435	long	3	b0796,b0795,b0794	0	0
TU_Yan_30201986_M9_471	830785	832404	+	1620	long	1	b0797	0	0
TU_Yan_30201986_M9_472	835180	836249	+	1070	TTS	1	b0800	0	0
TU_Yan_30201986_M9_473	835180	837634	+	2455	long	3	b0800,b0801,b4769	0	0
TU_Yan_30201986_M9_474	836317	837468	+	1152	TTS	1	b0801	0	0
TU_Yan_30201986_M9_475	836317	838899	+	2583	long	2	b0801,b4769	0	0
TU_Yan_30201986_M9_476	837435	841664	-	4230	long	4	b0805,b0804,b0803,b0802	0	0
TU_Yan_30201986_M9_477	837436	837975	-	540	long	1	b0802	0	0
TU_Yan_30201986_M9_478	839218	841664	-	2447	TTS	1	b0805	0	0
TU_Yan_30201986_M9_479	842254	843381	+	1128	long	1	b0807	0	0
TU_Yan_30201986_M9_480	842313	843527	+	1215	long	1	b0807	0	0
TU_Yan_30201986_M9_481	846770	848198	-	1429	long	1	b0811	0	0
TU_Yan_30201986_M9_482	849165	850130	-	966	long	1	b0813	0	0
TU_Yan_30201986_M9_483	850212	851011	+	800	TTS	2	b4736,b0814	0	0
TU_Yan_30201986_M9_484	850212	851015	+	804	long	2	b4736,b0814	0	0
TU_Yan_30201986_M9_485	850416	851011	+	596	TTS	1	b0814	0	0
TU_Yan_30201986_M9_486	850416	851386	+	971	long	1	b0814	0	0
TU_Yan_30201986_M9_487	853136	854473	+	1338	long	1	b0817	0	0
TU_Yan_30201986_M9_488	853859	855798	-	1940	long	1	b0819	0	0
TU_Yan_30201986_M9_489	854775	855798	-	1024	TTS	1	b0819	0	0
TU_Yan_30201986_M9_490	855933	857919	+	1987	long	1	b0820	0	0
TU_Yan_30201986_M9_491	858067	860056	-	1990	long	1	b0822	0	0
TU_Yan_30201986_M9_492	863613	864503	+	891	long	1	b0825	0	0
TU_Yan_30201986_M9_493	864020	866394	-	2375	long	2	b0827,b0826	0	0
TU_Yan_30201986_M9_494	864282	866394	-	2113	TTS	2	b0827,b0826	0	0
TU_Yan_30201986_M9_495	866497	870286	+	3790	long	2	b0828,b0829	0	0
TU_Yan_30201986_M9_496	866536	870617	+	4082	long	2	b0828,b0829	0	0
TU_Yan_30201986_M9_497	866575	868728	+	2154	long	0		0	0
TU_Yan_30201986_M9_498	876539	878068	-	1530	long	1	b0835	0	0
TU_Yan_30201986_M9_499	879445	880518	-	1074	long	1	b0838	0	0
TU_Yan_30201986_M9_500	879776	880518	-	743	TTS	1	b0838	0	0
TU_Yan_30201986_M9_501	880617	882053	+	1437	long	1	b0839	0	0
TU_Yan_30201986_M9_502	880670	882582	+	1913	long	1	b0839	0	0
TU_Yan_30201986_M9_503	881933	883505	-	1573	long	2	b0841,b0840	0	0
TU_Yan_30201986_M9_504	883648	884993	+	1346	long	1	b0842	0	0
TU_Yan_30201986_M9_505	884974	887361	-	2388	long	2	b0845,b0844	0	0
TU_Yan_30201986_M9_506	887976	889993	-	2018	long	2	b0847,b4417	0	0
TU_Yan_30201986_M9_507	887978	889945	-	1968	long	1	b0847	0	0
TU_Yan_30201986_M9_508	890891	893480	+	2590	long	4	b0850,b0851,b0852,b0853	0	0
TU_Yan_30201986_M9_509	892925	894944	+	2020	long	2	b0853,b0854	0	0
TU_Yan_30201986_M9_510	893640	897331	+	3692	long	3	b0854,b0855,b0856	0	0
TU_Yan_30201986_M9_511	893654	896964	+	3311	long	2	b0854,b0855	0	0
TU_Yan_30201986_M9_512	899300	900626	-	1327	long	1	b0860	0	0
TU_Yan_30201986_M9_513	899643	900626	-	984	TTS	1	b0860	0	0
TU_Yan_30201986_M9_514	900687	903769	-	3083	long	4	b0864,b0863,b0862,b0861	0	0
TU_Yan_30201986_M9_515	904523	907151	+	2629	long	2	b0866,b0867	0	0
TU_Yan_30201986_M9_516	904530	905923	+	1394	long	2	b0866,b0867	0	0
TU_Yan_30201986_M9_517	904558	906791	+	2234	long	2	b0866,b0867	0	0
TU_Yan_30201986_M9_518	905605	909320	-	3716	long	3	b0870,b0869,b0868	0	0
TU_Yan_30201986_M9_519	905653	906781	-	1129	long	1	b0868	0	0
TU_Yan_30201986_M9_520	908692	911076	-	2385	long	1	b0871	0	0
TU_Yan_30201986_M9_521	916439	918430	+	1992	long	1	b0876	0	0
TU_Yan_30201986_M9_522	921262	922676	-	1415	long	1	b0880	0	0
TU_Yan_30201986_M9_523	922301	922676	-	376	TTS	1	b0880	0	0
TU_Yan_30201986_M9_524	922359	925600	+	3242	TTS	3	b4770,b0881,b0882	0	0
TU_Yan_30201986_M9_525	922359	925961	+	3603	long	3	b4770,b0881,b0882	0	0
TU_Yan_30201986_M9_526	922632	925599	+	2968	long	3	b4770,b0881,b0882	0	0
TU_Yan_30201986_M9_527	922665	925600	+	2936	long	3	b4770,b0881,b0882	0	0
TU_Yan_30201986_M9_528	923077	925644	+	2568	long	1	b0882	0	0
TU_Yan_30201986_M9_529	926157	926479	-	323	long	1	b0884	0	0
TU_Yan_30201986_M9_530	926773	930998	-	4226	long	2	b0887,b0886	0	0
TU_Yan_30201986_M9_531	929661	932078	-	2418	long	1	b0888	0	0
TU_Yan_30201986_M9_532	931021	932078	-	1058	TTS	1	b0888	0	0
TU_Yan_30201986_M9_533	932327	933177	+	851	TTS	1	b0889	0	0
TU_Yan_30201986_M9_534	932327	936624	+	4298	long	1	b0889	0	0
TU_Yan_30201986_M9_535	939364	940994	+	1631	long	1	b0893	0	0
TU_Yan_30201986_M9_536	945840	947042	+	1203	long	1	b0898	0	0
TU_Yan_30201986_M9_537	951121	953908	-	2788	long	1	b0903	0	0
TU_Yan_30201986_M9_538	951126	953922	-	2797	long	1	b0903	0	0
TU_Yan_30201986_M9_539	951185	953637	-	2453	long	1	b0903	0	0
TU_Yan_30201986_M9_540	951203	953637	-	2435	TTS	1	b0903	0	0
TU_Yan_30201986_M9_541	951203	953579	-	2377	long	1	b0903	0	0
TU_Yan_30201986_M9_542	951203	953680	-	2478	long	1	b0903	0	0
TU_Yan_30201986_M9_543	951264	954760	-	3497	long	2	b0904,b0903	0	0
TU_Yan_30201986_M9_544	953116	956657	-	3542	long	2	b0905,b0904	0	0
TU_Yan_30201986_M9_545	954793	956657	-	1865	TTS	1	b0905	0	0
TU_Yan_30201986_M9_546	957578	958786	+	1209	TTS	1	b0907	0	0
TU_Yan_30201986_M9_547	957578	961166	+	3589	long	3	b0907,b0908,b0909	0	0
TU_Yan_30201986_M9_548	961078	963341	+	2264	long	1	b0910	0	0
TU_Yan_30201986_M9_549	961163	964164	+	3002	long	3	b0910,b0911,b0912	0	0
TU_Yan_30201986_M9_550	961689	964092	+	2404	long	1	b0911	0	0
TU_Yan_30201986_M9_551	961720	963777	+	2058	TTS	1	b0911	0	0
TU_Yan_30201986_M9_552	961720	964168	+	2449	long	2	b0911,b0912	0	0
TU_Yan_30201986_M9_553	961861	963777	+	1917	TTS	1	b0911	0	0
TU_Yan_30201986_M9_554	961861	964166	+	2306	long	2	b0911,b0912	0	0
TU_Yan_30201986_M9_555	963751	964164	+	414	TTS	1	b0912	0	0
TU_Yan_30201986_M9_556	963751	964507	+	757	long	1	b0912	0	0
TU_Yan_30201986_M9_557	966594	970215	+	3622	long	2	b0914,b0915	0	0
TU_Yan_30201986_M9_558	970643	971644	+	1002	TTS	2	b0917,b0918	0	0
TU_Yan_30201986_M9_559	970643	972740	+	2098	long	3	b0917,b0918,b0919	0	0
TU_Yan_30201986_M9_560	973497	976538	+	3042	long	3	b0921,b0922,b0923	0	0
TU_Yan_30201986_M9_561	973895	977815	+	3921	long	2	b0922,b0923	0	0
TU_Yan_30201986_M9_562	974286	977895	+	3610	long	2	b0922,b0923	0	0
TU_Yan_30201986_M9_563	980897	982971	+	2075	long	1	b0925	0	0
TU_Yan_30201986_M9_564	980930	983154	+	2225	long	1	b0925	0	0
TU_Yan_30201986_M9_565	982931	984492	+	1562	long	2	b0926,b0927	0	0
TU_Yan_30201986_M9_566	983022	984507	+	1486	long	2	b0926,b0927	0	0
TU_Yan_30201986_M9_567	983574	984506	+	933	TTS	1	b0927	0	0
TU_Yan_30201986_M9_568	983574	984758	+	1185	long	1	b0927	0	0
TU_Yan_30201986_M9_569	983899	985744	-	1846	long	1	b0928	0	0
TU_Yan_30201986_M9_570	984479	985744	-	1266	TTS	1	b0928	0	0
TU_Yan_30201986_M9_571	985767	987092	-	1326	long	1	b0929	0	0
TU_Yan_30201986_M9_572	987443	989038	-	1596	long	1	b0930	0	0
TU_Yan_30201986_M9_573	987502	989143	-	1642	long	1	b0930	0	0
TU_Yan_30201986_M9_574	987841	990414	-	2574	long	1	b0931	0	0
TU_Yan_30201986_M9_575	990591	993573	+	2983	long	1	b0932	0	0
TU_Yan_30201986_M9_576	1004737	1006339	+	1603	long	1	b0945	0	0
TU_Yan_30201986_M9_577	1005851	1006849	+	999	long	1	b0946	0	0
TU_Yan_30201986_M9_578	1006178	1007624	-	1447	long	1	b0947	0	0
TU_Yan_30201986_M9_579	1007671	1011409	+	3739	long	1	b0948	0	0
TU_Yan_30201986_M9_580	1010923	1012271	+	1349	long	0		0	0
TU_Yan_30201986_M9_581	1015649	1015926	+	278	TTS	1	b0953	0	0
TU_Yan_30201986_M9_582	1015649	1016105	+	457	long	1	b0953	0	0
TU_Yan_30201986_M9_583	1015759	1016497	-	739	long	1	b0954	0	0
TU_Yan_30201986_M9_584	1015848	1018327	-	2480	long	2	b0955,b0954	0	0
TU_Yan_30201986_M9_585	1018968	1020186	-	1219	long	1	b0957	0	0
TU_Yan_30201986_M9_586	1018972	1020949	-	1978	long	2	b0958,b0957	0	0
TU_Yan_30201986_M9_587	1021082	1023042	+	1961	long	1	b0959	0	0
TU_Yan_30201986_M9_588	1021652	1024379	-	2728	long	2	b0961,b0960	0	0
TU_Yan_30201986_M9_589	1024442	1026947	+	2506	long	1	b0962	0	0
TU_Yan_30201986_M9_590	1026092	1027041	-	950	long	1	b0963	0	0
TU_Yan_30201986_M9_591	1028251	1029998	-	1748	long	2	b0967,b0966	0	0
TU_Yan_30201986_M9_592	1028355	1028867	-	513	long	1	b0966	0	0
TU_Yan_30201986_M9_593	1030248	1031446	-	1199	long	2	b0970,b0969	0	0
TU_Yan_30201986_M9_594	1030710	1031446	-	737	TTS	1	b0970	0	0
TU_Yan_30201986_M9_595	1035758	1037210	+	1453	long	2	b0975,b0976	0	0
TU_Yan_30201986_M9_596	1037706	1042096	+	4391	long	4	b0978,b0979,b4592,b0980	0	0
TU_Yan_30201986_M9_597	1048696	1050699	-	2004	long	1	b0987	0	0
TU_Yan_30201986_M9_598	1056980	1057984	-	1005	long	1	b0995	0	0
TU_Yan_30201986_M9_599	1060904	1062789	+	1886	long	1	b0998	0	0
TU_Yan_30201986_M9_600	1061583	1062557	+	975	long	1	b0998	0	0
TU_Yan_30201986_M9_601	1062259	1063833	-	1575	long	2	b1000,b0999	0	0
TU_Yan_30201986_M9_602	1074219	1075398	+	1180	long	1	b1013	0	0
TU_Yan_30201986_M9_603	1074709	1078922	-	4214	long	1	b1014	0	0
TU_Yan_30201986_M9_604	1079168	1081197	+	2030	long	1	b1015	0	0
TU_Yan_30201986_M9_605	1079210	1081221	+	2012	long	1	b1015	0	0
TU_Yan_30201986_M9_606	1081296	1085462	+	4167	long	3	b4490,b1018,b1019	0	0
TU_Yan_30201986_M9_607	1084942	1086396	+	1455	long	1	b1020	0	0
TU_Yan_30201986_M9_608	1097826	1100949	+	3124	long	4	b1033,b1034,b1035,b1036	0	0
TU_Yan_30201986_M9_609	1098856	1100850	+	1995	long	3	b1034,b1035,b1036	0	0
TU_Yan_30201986_M9_610	1100295	1100847	+	553	long	1	b1036	0	0
TU_Yan_30201986_M9_611	1101286	1103343	-	2058	long	3	b1040,b1039,b1038	0	0
TU_Yan_30201986_M9_612	1105796	1108233	+	2438	long	2	b1045,b1046	0	0
TU_Yan_30201986_M9_613	1109277	1113562	+	4286	long	2	b1048,b1049	0	0
TU_Yan_30201986_M9_614	1113280	1114212	-	933	long	1	b1051	0	0
TU_Yan_30201986_M9_615	1115547	1116615	-	1069	long	1	b1054	0	0
TU_Yan_30201986_M9_616	1115550	1116656	-	1107	long	1	b1054	0	0
TU_Yan_30201986_M9_617	1116770	1118140	+	1371	long	1	b1055	0	0
TU_Yan_30201986_M9_618	1119077	1120609	-	1533	long	2	b1059,b1058	0	0
TU_Yan_30201986_M9_619	1119433	1120609	-	1177	TTS	1	b1059	0	0
TU_Yan_30201986_M9_620	1121199	1122643	-	1445	long	2	b1062,b1061	0	0
TU_Yan_30201986_M9_621	1121414	1122643	-	1230	TTS	1	b1062	0	0
TU_Yan_30201986_M9_622	1122178	1124081	-	1904	long	2	b1064,b1063	0	0
TU_Yan_30201986_M9_623	1123361	1124081	-	721	TTS	1	b1064	0	0
TU_Yan_30201986_M9_624	1125466	1128570	+	3105	long	3	b1066,b1067,b1068	0	0
TU_Yan_30201986_M9_625	1125521	1127817	+	2297	TTS	3	b1066,b1067,b1068	0	0
TU_Yan_30201986_M9_626	1125521	1129537	+	4017	long	4	b1066,b1067,b1068,b1069	0	0
TU_Yan_30201986_M9_627	1127783	1129453	+	1671	long	1	b1069	0	0
TU_Yan_30201986_M9_628	1130991	1134935	+	3945	long	5	b1073,b1074,b1075,b1076,b1077	0	0
TU_Yan_30201986_M9_629	1141132	1144728	-	3597	long	1	b1084	0	0
TU_Yan_30201986_M9_630	1144939	1146198	+	1260	long	1	b1086	0	0
TU_Yan_30201986_M9_631	1145507	1146700	-	1194	long	1	b1087	0	0
TU_Yan_30201986_M9_632	1145678	1146625	-	948	long	1	b1087	0	0
TU_Yan_30201986_M9_633	1146648	1147708	+	1061	TTS	2	b1088,b1089	0	0
TU_Yan_30201986_M9_634	1146648	1150506	+	3859	long	4	b1088,b1089,b1090,b1091	0	0
TU_Yan_30201986_M9_635	1146792	1147708	+	917	TTS	2	b1088,b1089	0	0
TU_Yan_30201986_M9_636	1146792	1151108	+	4317	long	5	b1088,b1089,b1090,b1091,b1092	0	0
TU_Yan_30201986_M9_637	1146816	1149734	+	2919	long	3	b1089,b1090,b1091	0	0
TU_Yan_30201986_M9_638	1147214	1149471	+	2258	long	2	b1089,b1090	0	0
TU_Yan_30201986_M9_639	1148271	1151887	+	3617	long	4	b1091,b1092,b1093,b1094	0	0
TU_Yan_30201986_M9_640	1148391	1152037	+	3647	long	4	b1091,b1092,b1093,b1094	0	0
TU_Yan_30201986_M9_641	1148515	1152278	+	3764	long	4	b1091,b1092,b1093,b1094	0	0
TU_Yan_30201986_M9_642	1149516	1153055	+	3540	long	3	b1092,b1093,b1094	0	0
TU_Yan_30201986_M9_643	1150933	1151888	+	956	TTS	1	b1094	0	0
TU_Yan_30201986_M9_644	1150933	1153228	+	2296	TTS	2	b1094,b1095	0	0
TU_Yan_30201986_M9_645	1150933	1154504	+	3572	long	3	b1094,b1095,b1096	0	0
TU_Yan_30201986_M9_646	1150956	1153229	+	2274	long	2	b1094,b1095	0	0
TU_Yan_30201986_M9_647	1150996	1151988	+	993	long	1	b1094	0	0
TU_Yan_30201986_M9_648	1151052	1151887	+	836	TTS	1	b1094	0	0
TU_Yan_30201986_M9_649	1151052	1154066	+	3015	long	2	b1094,b1095	0	0
TU_Yan_30201986_M9_650	1151077	1153228	+	2152	long	2	b1094,b1095	0	0
TU_Yan_30201986_M9_651	1151104	1153228	+	2125	long	2	b1094,b1095	0	0
